stable_id,expression,source_article_ids,source_asset,source_line,state
ccr-lang-0485662364ebbad936ba,genotype-specific natural history,33685865,ccr-2021-33685865-language.md,83,no-literal-match-needs-context-review
ccr-lang-049a171d14de54d7f5a1,cumulative incidence curve,41779007,ccr-2026-09-19-pending15-language.md,355,no-literal-match-needs-context-review
ccr-lang-04a09f18bf6d8d4932c2,deterministic matching,35511917,ccr-2022-35511917-language.md,73,no-literal-match-needs-context-review
ccr-lang-04a42c2ae3778beedbe0,histologic heterogeneity,36255391,ccr-2023-36255391-language.md,51,no-literal-match-needs-context-review
ccr-lang-04d89b83ec2f3d9bdea1,standardization between platforms,34376534,ccr-2021-34376534-language.md,109,no-literal-match-needs-context-review
ccr-lang-04e8cd05f440e0ec6616,cross-assay harmonization,41511400,ccr-2026-41511400-language.md,50,no-literal-match-needs-context-review
ccr-lang-053a7fe94067fa383424,complementary mechanistic evidence,42478960,ccr-2026-09-19-batch2-language.md,556,no-literal-match-needs-context-review
ccr-lang-053ce376fd6f6cd34f48,incomplete adverse-event capture,36996322,ccr-2023-36996322-language.md,97,no-literal-match-needs-context-review
ccr-lang-058443e23b3cb94e94ee,independent biological replicate,33323404,ccr-2021-33323404-language.md,86,no-literal-match-needs-context-review
ccr-lang-059623bca709d74d2137,consensus subtype assignment,39545922;39786430;40208070;40247431;40553459;40788282;40828417;40864503;41065506,ccr-2025-immunotherapy-fulltext-language.md,189,no-literal-match-needs-context-review
ccr-lang-05ef628a6e4f609a0977,tumor-debulking effect,41920765,ccr-2026-immunotherapy-fulltext-language.md,257,no-literal-match-needs-context-review
ccr-lang-05f0c7f6911ef7b2210d,limited durability of clinical benefit,42440354,ccr-2026-09-19-pending15-language.md,1031,no-literal-match-needs-context-review
ccr-lang-05f45024672028432315,ubiquitin conjugation,35165102,ccr-2022-35165102-language.md,63,no-literal-match-needs-context-review
ccr-lang-05f9640f846c36c1da94,adjusted survival association,42446521,ccr-2026-09-19-pending15-language.md,1104,no-literal-match-needs-context-review
ccr-lang-060f8e8e4f7866b49d2e,underpowered biomarker discovery,39352721,ccr-2024-39352721-language.md,65,no-literal-match-needs-context-review
ccr-lang-064ff38780e0b60e9e8e,prevalence-dependent performance,38088895,ccr-2024-38088895-language.md,63,no-literal-match-needs-context-review
ccr-lang-0658242b1e3db1b2e64f,rare-histology trial,41894181,ccr-2026-09-19-supplement-language.md,1037,no-literal-match-needs-context-review
ccr-lang-066cf4ef8e06e08260a7,molecularly defined image compartment,40047548,ccr-2025-genomics-2026-09-20-language.md,504,no-literal-match-needs-context-review
ccr-lang-067331ced1dcddd583ed,informative attrition,41801128,ccr-2026-09-19-pending15-language.md,572,no-literal-match-needs-context-review
ccr-lang-06ce985661b446b7079c,on-treatment clearance,37279096,ccr-2023-37279096-language.md,81,no-literal-match-needs-context-review
ccr-lang-06d4b411ca2cdba7fd72,combination rationale,36378548,ccr-2023-36378548-language.md,53,no-literal-match-needs-context-review
ccr-lang-06db9dfd6033c15a6b95,MET/CEP7 ratio,42752799,ccr-2026-09-19-supplement-language.md,216,no-literal-match-needs-context-review
ccr-lang-06f626a4b6b74ef4402e,treatment-predictive evidence gap,35838647,ccr-2022-35838647-language.md,83,no-literal-match-needs-context-review
ccr-lang-06f83de23c8d976d9d2c,competing-risk cumulative incidence,40880183,ccr-2025-clinical-2026-09-23-language.md,129,no-literal-match-needs-context-review
ccr-lang-06fa5bf8765116f790e5,primary-endpoint threshold,41556942,ccr-2026-09-19-supplement-language.md,806,no-literal-match-needs-context-review
ccr-lang-0704f304f3a3e96e8a77,platform generalizability,42001480,ccr-2026-09-19-batch2-language.md,274,no-literal-match-needs-context-review
ccr-lang-07065316639c75efcac4,screening attrition,39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506,ccr-2025-immunotherapy-fulltext-language.md,114,no-literal-match-needs-context-review
ccr-lang-073ca405343b4a36b774,myeloid immune checkpoint,42478960,ccr-2026-09-19-batch2-language.md,534,no-literal-match-needs-context-review
ccr-lang-0741cf195b519a85c5b8,no detected reporter signal,35381070,ccr-2022-35381070-language.md,103,no-literal-match-needs-context-review
ccr-lang-07437f771c9ade6c5ff6,numerical but nonsignificant improvement,41591979,ccr-2026-09-19-pending15-language.md,262,no-literal-match-needs-context-review
ccr-lang-074636509fc1d1e1926b,rare-subgroup imprecision,33947695,ccr-2021-33947695-language.md,83,no-literal-match-needs-context-review
ccr-lang-074d59f66bbe9f2bd44c,paired baseline and on-treatment samples,42714875,ccr-2026-09-12-supplement-language.md,247,no-literal-match-needs-context-review
ccr-lang-07581c407eb1801ef3e7,targeted metabolite quantification,38837903,ccr-2024-38837903-language.md,39,no-literal-match-needs-context-review
ccr-lang-0806b6d98e85996f302c,overlapping biomarker subsets,36971777,ccr-2023-36971777-language.md,103,no-literal-match-needs-context-review
ccr-lang-0809e599757d251a51ab,likelihood-ratio test,41649868;41817317;41837748;42148884;42507545,ccr-2026-translational-mechanisms-fulltext-language.md,231,no-literal-match-needs-context-review
ccr-lang-089c40e4ea8bb454c340,tumor mutational burden category,39545922;39786430;40208070;40247431;40553459;40788282;40828417;40864503;41065506,ccr-2025-immunotherapy-fulltext-language.md,205,no-literal-match-needs-context-review
ccr-lang-08ac8435e9213d4f531d,early neoplastic remodeling,39704655,ccr-2025-omics-methods-2026-09-23-language.md,219,no-literal-match-needs-context-review
ccr-lang-08b253fca71200dcbf10,immunosuppressive immune contexture,39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506,ccr-2025-immunotherapy-fulltext-language.md,134,no-literal-match-needs-context-review
ccr-lang-08c02a506c2d32ab2d8a,Bayesian logistic regression model,36044531,ccr-2022-36044531-language.md,79,no-literal-match-needs-context-review
ccr-lang-08cbba1fb3e2ba20c8fc,treatment-sequence comparison,37992307,ccr-2024-37992307-language.md,40,no-literal-match-needs-context-review
ccr-lang-08ce9fcc31837741ede2,antigen-density threshold,36692420,ccr-2023-36692420-language.md,49,no-literal-match-needs-context-review
ccr-lang-08da1f716378155b2671,leptomeningeal dissemination,42207176,ccr-2026-09-19-supplement-language.md,290,no-literal-match-needs-context-review
ccr-lang-091098a1135bce94b584,orthogonal protein-level support,40208070,ccr-2025-immunotherapy-fulltext-language.md,227,no-literal-match-needs-context-review
ccr-lang-091a02b36342ab52abf0,treatment-by-biomarker interaction,39836372,ccr-2025-2026-09-19-intake-language.md,120,no-literal-match-needs-context-review
ccr-lang-0943d221d0b1ecebf30e,targeted DNA and RNA sequencing,33947695,ccr-2021-33947695-language.md,58,no-literal-match-needs-context-review
ccr-lang-0944193a42fdf1316dc1,Fc-reduced format,41537692;41805895;41849236;41920765;42008740;42126592;42149140;42189883;42360104;42405849;42440365;42456046;42485106;42489696,ccr-2026-immunotherapy-fulltext-language.md,110,no-literal-match-needs-context-review
ccr-lang-09560f0d63a6aa02ff61,wide confidence interval in a small subgroup,33323404,ccr-2021-33323404-language.md,103,no-literal-match-needs-context-review
ccr-lang-097e6b8a2787567c73df,locus-specific biomarker resolution,41784525,ccr-2026-09-19-supplement-language.md,567,no-literal-match-needs-context-review
ccr-lang-0982b8bd32bf9286a0bb,limited statistical power,41378983,ccr-2026-09-19-batch2-language.md,137,no-literal-match-needs-context-review
ccr-lang-09878af7253775cafc87,compound EGFR mutation,37249619,ccr-2023-37249619-language.md,49,no-literal-match-needs-context-review
ccr-lang-0996d5509a7f592dbff2,"truncating mutation, gene fusion, or homozygous deletion",32709715,ccr-2026-09-14-atm-smarca4-stk11-priority-language.md,49,no-literal-match-needs-context-review
ccr-lang-099e52105967f65c87c1,platform-qualified analytic population,42148883,ccr-2026-42148883-language.md,40,no-literal-match-needs-context-review
ccr-lang-09b591c2988b60b9529e,potential germline variant from tumor-only sequencing,37097610,ccr-2026-09-14-atm-smarca4-stk11-priority-language.md,153,no-literal-match-needs-context-review
ccr-lang-09c43f0479c5bd333d91,therapeutic balance between exposure and marrow recovery,41563386,ccr-2026-41563386-language.md,86,no-literal-match-needs-context-review
ccr-lang-09dc1418f8d00d68c7a6,untargeted plasma metabolomics,40853904,ccr-2025-2026-09-19-intake-language.md,496,no-literal-match-needs-context-review
ccr-lang-09de92ecc94703c77a44,SWI/SNF chromatin-remodeling complex,32709715,ccr-2026-09-14-atm-smarca4-stk11-priority-language.md,31,no-literal-match-needs-context-review
ccr-lang-0a5e39873786052e1b29,immune-mediated toxicity,39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506,ccr-2025-immunotherapy-fulltext-language.md,124,no-literal-match-needs-context-review
ccr-lang-0a97cea7f5f8daee5365,residual treatment-selection bias,33558425,ccr-2021-33558425-language.md,82,no-literal-match-needs-context-review
ccr-lang-0aa5fd2e1c2bba1b6077,profile-likelihood confidence interval,42765908,ccr-2026-42765908-language.md,47,no-literal-match-needs-context-review
ccr-lang-0ab0e620262cc9ab4691,exact binomial confidence interval,42440354,ccr-2026-09-19-pending15-language.md,1005,no-literal-match-needs-context-review
ccr-lang-0aebd9ff126facfc6691,purity-adjusted copy-number estimate,42360806,ccr-2026-42360806-language.md,48,no-literal-match-needs-context-review
ccr-lang-0aed59316a73d5a4e8ab,predictive-specificity limitation,38630755,ccr-2024-38630755-language.md,89,no-literal-match-needs-context-review
ccr-lang-0afce36333a8b74b1e7f,clinician-anchored progression,35511917,ccr-2022-35511917-language.md,81,no-literal-match-needs-context-review
ccr-lang-0b057ac57d4884fad7ed,tumor-growth inhibition,36595566,ccr-2023-36595566-language.md,53,no-literal-match-needs-context-review
ccr-lang-0b2eb6441f1f0b3aa09c,orthogonal protein-level confirmation,35394499,ccr-2022-35394499-language.md,85,no-literal-match-needs-context-review
ccr-lang-0b3be8c350b95368c1e2,maximally selected log-rank statistic,36166003,ccr-2022-36166003-language.md,79,no-literal-match-needs-context-review
ccr-lang-0b3e0be948f1e482b423,protocol amendment,34921023,ccr-2022-34921023-language.md,71,no-literal-match-needs-context-review
ccr-lang-0b43440b9a8a8a375eda,central nervous system activity,41649868;42507545,ccr-2026-translational-mechanisms-fulltext-language.md,138,no-literal-match-needs-context-review
ccr-lang-0b489d9bfdea677723f9,longitudinal molecular monitoring,37939140,ccr-2024-37939140-language.md,32,no-literal-match-needs-context-review
ccr-lang-0b4fedf13827db9f192f,immune co-inhibitory receptor,40378060,ccr-2026-09-23-intake-language.md,85,no-literal-match-needs-context-review
ccr-lang-0b50ab3479b612c9842a,species-specific pharmacology,36602782,ccr-2023-36602782-language.md,97,no-literal-match-needs-context-review
ccr-lang-0b691afd921bc990305a,hydrolysis-impaired active state,42268349,ccr-2026-09-19-supplement-language.md,622,no-literal-match-needs-context-review
ccr-lang-0b96896d3d37a5e7efcc,bispecific antibody scaffold,40260627,ccr-2025-clinical-2026-09-23-language.md,23,no-literal-match-needs-context-review
ccr-lang-0b9a0647bb244a429b63,hypoxia and glycolytic reprogramming,38630755,ccr-2024-38630755-language.md,77,no-literal-match-needs-context-review
ccr-lang-0bcec3f6a40f0d43e553,spatial heterogeneity,38127300,ccr-2024-38127300-language.md,52,no-literal-match-needs-context-review
ccr-lang-0bee657a9087576b8baf,transient induction-phase worsening,41801128,ccr-2026-09-19-pending15-language.md,561,no-literal-match-needs-context-review
ccr-lang-0bf311e9cacbebb539cb,smoking-conditioned molecular phenotype,41417462,ccr-2026-09-19-supplement-language.md,733,no-literal-match-needs-context-review
ccr-lang-0bf58f20b40ec314af4f,human target knock-in mouse,41649868;41837748;42148884,ccr-2026-translational-mechanisms-fulltext-language.md,178,no-literal-match-needs-context-review
ccr-lang-0c326340cc7dd793bcee,gene subcluster,34921023,ccr-2022-34921023-language.md,85,no-literal-match-needs-context-review
ccr-lang-0c42d4010f8d49e90086,6-month progression-free survival,41945500,ccr-2026-09-19-supplement-language.md,963,no-literal-match-needs-context-review
ccr-lang-0c7df1b394fd3f4a02f9,Kruskal-Wallis H test,41649868;41817317;41837748;42148884;42507545,ccr-2026-translational-mechanisms-fulltext-language.md,222,no-literal-match-needs-context-review
ccr-lang-0c90cc0646334e5ab07c,independent-review response assessment,40310449,ccr-2025-genomics-2026-09-20-language.md,327,no-literal-match-needs-context-review
ccr-lang-0ccde5638941c4c20cbc,cleavable linker,42007996,ccr-2026-09-19-supplement-language.md,1120,no-literal-match-needs-context-review
ccr-lang-0cdbb4a5267c1dfdb03c,prespecified null response rate,42507540,ccr-2026-09-19-supplement-language.md,465,no-literal-match-needs-context-review
ccr-lang-0ceea4d45162ac879bd2,early tumor regrowth despite continued treatment,39804166,ccr-2025-genomics-2026-09-20-language.md,40,no-literal-match-needs-context-review
ccr-lang-0d12665de1d7f66fca43,confirmed objective response,37022784,ccr-2023-37022784-language.md,81,no-literal-match-needs-context-review
ccr-lang-0d14f41c55b6f963b81a,functional molecular stratification,38980931,ccr-2024-38980931-language.md,64,no-literal-match-needs-context-review
