pmid,year,title,journal,doi,official_category,secondary_domain_tags,disease_scope,source_role,evidence_tier,pdf_version,pdf_filename,sha256,physical_pages,main_read_completed_on,reading_stage,supplement_status,review_status,source_asset,main_visual_physical_pages
37382635,2023,De Novo and Histologically Transformed Small-Cell Lung Cancer Is Sensitive to Lurbinectedin Treatment Through the Modulation of EMT and NOTCH Signaling Pathways,Clinical Cancer Research,10.1158/1078-0432.ccr-23-0471,Translational Cancer Mechanisms and Therapy,SCLC;lurbinectedin;DDR;ATR;RNA-seq;PDX;lineage-subtype,de novo and transformed SCLC models,lung-preclinical-transcriptomic-therapy,preclinical,author_manuscript,Chakraborty_De_Novo_and_Histologically_Transformed_Small-Cell_Lung_Cancer_Is_Sensitive_to_Lurbinectedin_PMID37382635.pdf,b85d39533d565d030ffd768912eb77d808b4e15b1aa9b1fa96f70ad3da774925,31,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-37382635-language.md,21;23;25;27;29;31
36449664,2023,Dynamic Mutational Landscape of Cerebrospinal Fluid Circulating Tumor DNA and Predictors of Survival after Proton Craniospinal Irradiation for Leptomeningeal Metastases,Clinical Cancer Research,10.1158/1078-0432.ccr-22-2434,Precision Medicine and Imaging,CSF-cfDNA;leptomeningeal-metastasis;proton-CSI;CCF;clonal-evolution;concordance,mixed leptomeningeal metastases;9/14 NSCLC,thoracic-enriched-CSF-biomarker,clinical-correlative,author_manuscript,Wijetunga_Dynamic_Mutational_Landscape_of_Cerebrospinal_Fluid_Circulating_Tumor_DNA_and_Predictors_of_S_PMID36449664.pdf,6b3649e151402266252f3a1c7fa9a179da7ed82d870e9d44f6b328c78c1ac01d,19,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-36449664-language.md,14;16;17;18;19
37071497,2023,Dynamics of Sequence and Structural Cell-Free DNA Landscapes in Small-Cell Lung Cancer,Clinical Cancer Research,10.1158/1078-0432.ccr-22-2242,Translational Cancer Mechanisms and Therapy,SCLC;cfDNA;targeted-sequencing;copy-number;clonal-hematopoiesis;response,SCLC; mixed treatment lines and regimens,lung-longitudinal-liquid-biopsy,retrospective-clinical,publisher_typeset_pdf,Sivapalan_Dynamics_of_Sequence_and_Structural_Cell-Free_DNA_Landscapes_in_Small-Cell_Lung_Cancer_PMID37071497.pdf,ff877ce9c5fe36b57b198ded07b0f86aceac559b355c36e0806a94a90ac615c7,14,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-37071497-language.md,5;6;7;8;9;10
37279096,2023,Early Changes in Circulating Cell-Free KRAS G12C Predict Response to Adagrasib in KRAS Mutant Non-Small Cell Lung Cancer Patients,Clinical Cancer Research,10.1158/1078-0432.ccr-23-0795,Precision Medicine and Imaging,KRAS-G12C;ctDNA;ddPCR;adagrasib;early-response;survival,advanced KRAS G12C-mutant NSCLC,lung-serial-liquid-biopsy,clinical-correlative,author_manuscript,Paweletz_Early_Changes_in_Circulating_Cell-Free_KRAS_G12C_Predict_Response_to_Adagrasib_in_KRAS_Mutant_PMID37279096.pdf,3cbe299a907a5cef025b2d576c7c8e53d8fe121f8224849f06e3bd4856bdc933,14,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-37279096-language.md,11;12;13;14
36913537,2023,Efficacy of Osimertinib in Patients with Lung Cancer Positive for Uncommon EGFR Exon 19 Deletion Mutations,Clinical Cancer Research,10.1158/1078-0432.ccr-22-3497,Translational Cancer Mechanisms and Therapy,uncommon-EGFR;GENIE;osimertinib;allelic-context;real-world-PFS;genomics,EGFR-mutant NSCLC,lung-clinicogenomic-variant-stratification,retrospective-clinical,author_manuscript,Grant_Efficacy_of_Osimertinib_in_Patients_with_Lung_Cancer_Positive_for_Uncommon_EGFR_Exon_19_Deletion_PMID36913537.pdf,8c04a30eca937725cdd52fd2f9ed26965ae13920c3a2192730e8d9c173393991,18,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-36913537-language.md,15;16;17;18
37725585,2023,Entinostat Enhances the Efficacy of Chemotherapy in Small Cell Lung Cancer Through S-phase Arrest and Decreased Base Excision Repair,Clinical Cancer Research,10.1158/1078-0432.ccr-23-1795,Translational Cancer Mechanisms and Therapy,SCLC;entinostat;cisplatin;proteomics;BER;HSA;comet-assay,SCLC cell lines and one H841 xenograft,lung-preclinical-proteomic-response,preclinical,publisher_typeset_pdf,Solta_Entinostat_Enhances_the_Efficacy_of_Chemotherapy_in_Small_Cell_Lung_Cancer_Through_S-phase_Arrest_PMID37725585.pdf,5c0bfadce841169a9a41be0156cdfb58cc79184532cbc4e04f7e00f95c5d8073,16,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-37725585-language.md,5;7;9;11;12;13
37022784,2023,FDA Approval Summary: Amivantamab for the Treatment of Patients with Non-Small Cell Lung Cancer with EGFR Exon 20 Insertion Mutations,Clinical Cancer Research,10.1158/1078-0432.ccr-22-3713,CCR Drug Updates,EGFR-exon20ins;MET;bispecific-antibody;ORR;DOR;infusion-reaction;companion-diagnostic,platinum-pretreated EGFR exon20 insertion NSCLC,lung-regulatory-targeted-therapy,single-arm-clinical,author_manuscript,Chon_FDA_Approval_Summary_Amivantamab_for_the_Treatment_of_Patients_with_Non-Small_Cell_Lung_Cancer_wit_PMID37022784.pdf,409149af5f0c676968e1fadb5d7f555d99423802a149a59030240fd8329d1fa2,14,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-37022784-language.md,9;10;11;12;13;14
36951523,2023,FDA Approval Summary: Atezolizumab as Adjuvant Treatment following Surgical Resection and Platinum-Based Chemotherapy for Stage II to IIIA NSCLC,Clinical Cancer Research,10.1158/1078-0432.ccr-22-3699,CCR Drug Updates,adjuvant-immunotherapy;PD-L1;hierarchical-testing;DFS;OS;assay-cutoff;safety,resected stage II–IIIA NSCLC after platinum chemotherapy,lung-regulatory-randomized-immunotherapy,randomized-clinical,author_manuscript,Mathieu_FDA_Approval_Summary_Atezolizumab_as_Adjuvant_Treatment_following_Surgical_Resection_and_Platin_PMID36951523.pdf,bc841d96932c91e5ea83784e22a24f4ddffd4466c7019d66d9e2199fc83b3bda,12,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-36951523-language.md,7;8;9;10;11;12
36112541,2023,FDA Approval Summary: Mobocertinib for Metastatic Non-Small Cell Lung Cancer with EGFR Exon 20 Insertion Mutations,Clinical Cancer Research,10.1158/1078-0432.ccr-22-2072,CCR Drug Updates,EGFR-exon20ins;oral-TKI;BICR;response-duration;QTc;exposure-safety;regulatory-analysis,platinum-pretreated EGFR exon20 insertion NSCLC,lung-historical-regulatory-targeted-therapy,single-arm-clinical,author_manuscript,Duke_FDA_Approval_Summary_Mobocertinib_for_Metastatic_Non-Small_Cell_Lung_Cancer_with_EGFR_Exon_20_Inse_PMID36112541.pdf,2e7d9c81f74e1ac9a8aaa6c53d06737bf5a090e1f725b250b2410ac95ed4a0f4,12,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-36112541-language.md,9;10;11;12
37265412,2023,FDA Approval Summary: Selpercatinib for the Treatment of Advanced RET Fusion-Positive Solid Tumors,Clinical Cancer Research,10.1158/1078-0432.ccr-23-0459,CCR Drug Updates,RET-fusion;basket-trial;BIRC;ORR;DOR;regulatory-analysis;safety,RET fusion-positive solid tumors; separate NSCLC update,regulatory-clinical-response-analysis,single-arm-clinical,author_manuscript,Duke_FDA_Approval_Summary_Selpercatinib_for_the_Treatment_of_Advanced_RET_Fusion-Positive_Solid_Tumors_PMID37265412.pdf,cfdf4364daa134d7c220c8fdc5ee5a1eff65e09c6baa581571e0c86dac6775dc,13,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-37265412-language.md,9;10;11;12;13
36794455,2023,Five-Year Clinical Outcomes after Neoadjuvant Nivolumab in Resectable Non-Small Cell Lung Cancer,Clinical Cancer Research,10.1158/1078-0432.ccr-22-2994,Research Briefs: Clinical Trial Brief Reports,neoadjuvant-immunotherapy;MPR;pCR;RVT;RFS;PD-L1;WES;STK11-incidental-case,resectable stage I–IIIA NSCLC,lung-long-term-clinical-followup,single-arm-clinical,publisher_typeset_pdf,Rosner_Five-Year_Clinical_Outcomes_after_Neoadjuvant_Nivolumab_in_Resectable_Non-Small_Cell_Lung_Cancer_PMID36794455.pdf,96f23d0be709f142f6778b040f3f227060ba16794fd225aa475726289c31e1fa,6,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-36794455-language.md,2;3;4
36595561,2023,IL6 Mediates Suppression of T- and NK-cell Function in EMT-associated TKI-resistant EGFR-mutant NSCLC,Clinical Cancer Research,10.1158/1078-0432.ccr-22-3379,Translational Cancer Mechanisms and Therapy,EGFR;IL6;PD1;immune-suppression;doxycycline-withdrawal;cytokine;NK,EGFR-mutant NSCLC models and small paired patient series,lung-preclinical-immunotherapy-mechanism,preclinical,author_manuscript,Patel_IL6_Mediates_Suppression_of_T-_and_NK-cell_Function_in_EMT-associated_TKI-resistant_EGFR-mutant_N_PMID36595561.pdf,a77e32adc1ac3b136bd6c60c6fd56ec1b896c8c43f4a01b3e485078622f7028f,27,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-36595561-language.md,18;20;22;24;26
37223924,2023,Immunogenomic Landscape of Neuroendocrine Prostate Cancer,Clinical Cancer Research,10.1158/1078-0432.ccr-22-3743,Translational Cancer Mechanisms and Therapy,NEPC;WES;bulk-RNA-seq;WGCNA;immune-signature;SCLC-comparator,neuroendocrine prostate cancer with SCLC comparator,cross-tumor-immunogenomic-methods,retrospective-clinical,author_manuscript,Bhinder_Immunogenomic_Landscape_of_Neuroendocrine_Prostate_Cancer_PMID37223924.pdf,00d8e967c6c522cd765194cd19430856c1cc02c0716fc0f40b1fde4d0a7e30a9,21,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-37223924-language.md,14;16;18;20
36165915,2023,Novel Lymphocyte-Independent Antitumor Activity by PD-1 Blocking Antibody against PD-1+ Chemoresistant Lung Cancer Cells,Clinical Cancer Research,10.1158/1078-0432.ccr-22-0761,Translational Cancer Mechanisms and Therapy,tumor-intrinsic-PD1;NSCLC;RNA-seq;stem-like-state;cisplatin;NSG,NSCLC cell-line/xenograft systems; issue2023 online2022,lung-preclinical-cell-intrinsic-signaling,preclinical,publisher_typeset_pdf,Rotolo_Novel_Lymphocyte-Independent_Antitumor_Activity_by_PD-1_Blocking_Antibody_against_PD-1+_Chemores_PMID36165915.pdf,28ea41a2c5fc1b01597a3f89e44efa0d81f25d0f168c4470342719ceb112b21e,14,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-36165915-language.md,5;6;8;9;10;11
36996322,2023,"Osimertinib and Selpercatinib Efficacy, Safety, and Resistance in a Multicenter, Prospectively Treated Cohort of EGFR-Mutant and RET Fusion-Positive Lung Cancers",Clinical Cancer Research,10.1158/1078-0432.ccr-22-2189,Clinical Trials: Targeted Therapy,EGFR;acquired-RET-fusion;osimertinib;selpercatinib;resistance;compassionate-use,EGFR-mutant NSCLC with acquired RET fusion,lung-retrospective-targeted-combination,retrospective-clinical,author_manuscript,"Rotow_Osimertinib_and_Selpercatinib_Efficacy,_Safety,_and_Resistance_in_a_Multicenter,_Prospectively_Tr_PMID36996322.pdf",fc7a940b089a217d1af0e02c05a42bd55121bcf88b2809ba29f733d52e51c593,19,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-36996322-language.md,13;14;15;16;17;18;19
37233986,2023,Patient-Reported Outcomes as Interradiographic Predictors of Response in Non-Small Cell Lung Cancer,Clinical Cancer Research,10.1158/1078-0432.ccr-23-0396,Translational Cancer Mechanisms and Therapy,patient-reported-outcomes;longitudinal-monitoring;interradiographic-prediction;insomnia;accuracy;lead-time;validation,NSCLC receiving immune checkpoint inhibitors,lung-exploratory-clinical-prediction-method,observational-prediction-development,publisher_typeset_pdf,Bhatt_Patient-Reported_Outcomes_as_Interradiographic_Predictors_of_Response_in_Non-Small_Cell_Lung_Canc_PMID37233986.pdf,bd4e65843c51dd37f6dd39dfa5cf01bb54db376114728c5dc1c4c1113a4a21fb,9,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-37233986-language.md,3;4;5;6;7
37233987,2023,"Phase II Study of Docetaxel and Trametinib in Patients with KRAS Mutation Positive Recurrent Non-Small Cell Lung Cancer (NSCLC; SWOG S1507, NCT-02642042)",Clinical Cancer Research,10.1158/1078-0432.ccr-22-3947,Clinical Trials: Targeted Therapy,KRAS;STK11;TP53;docetaxel;trametinib;two-stage-design;co-mutation,KRAS-mutant advanced NSCLC,lung-clinical-co-mutation-exploratory,single-arm-clinical,author_manuscript,Gadgeel_Phase_II_Study_of_Docetaxel_and_Trametinib_in_Patients_with_KRAS_Mutation_Positive_Recurrent_No_PMID37233987.pdf,5fab72eb0f2593f3366bde878df36dd071cb8d64f676b44a42613f9a7ee160f8,21,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-37233987-language.md,14;15;16;17;18;19;20;21
36971777,2023,Randomized Trial of Tepotinib Plus Gefitinib versus Chemotherapy in EGFR-Mutant NSCLC with EGFR Inhibitor Resistance Due to MET Amplification: INSIGHT Final Analysis,Clinical Cancer Research,10.1158/1078-0432.ccr-22-3318,Clinical Trials: Targeted Therapy,EGFR;MET-amplification;FISH;GCN;IHC;randomized-phase-II;90-percent-CI;subgroup-analysis,EGFR-mutant T790M-negative NSCLC after first/second-generation EGFR TKI,lung-randomized-biomarker-subgroup,exploratory-randomized-clinical,publisher_typeset_pdf,Liam_Randomized_Trial_of_Tepotinib_Plus_Gefitinib_versus_Chemotherapy_in_EGFR-Mutant_NSCLC_with_EGFR_In_PMID36971777.pdf,6bf14b476a721f24f653b37c92f47df40c8f85342f6f36f1f5cf33d160bb0975,8,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-36971777-language.md,3;4;5;6
37289191,2023,Targeting BCL2 Overcomes Resistance and Augments Response to Aurora Kinase B Inhibition by AZD2811 in Small Cell Lung Cancer,Clinical Cancer Research,10.1158/1078-0432.ccr-23-0375,Translational Cancer Mechanisms and Therapy,SCLC;BCL2;AURKB;RPPA;RNA-expression;Bliss;isogenic-perturbation;schedule,SCLC preclinical models,lung-preclinical-biomarker-combination,preclinical,author_manuscript,Ramkumar_Targeting_BCL2_Overcomes_Resistance_and_Augments_Response_to_Aurora_Kinase_B_Inhibition_by_AZD_PMID37289191.pdf,75f129b1681672767d2c8f5759fa16fd9bb039fe244cd11ef00f47c0ef488533,25,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-37289191-language.md,16;18;20;22;24
37223888,2023,"The GENIE BPC NSCLC Cohort: A Real-World Repository Integrating Standardized Clinical and Genomic Data for 1,846 Patients with Non-Small Cell Lung Cancer",Clinical Cancer Research,10.1158/1078-0432.ccr-23-0580,Translational Cancer Mechanisms and Therapy,clinicogenomics;GENIE-BPC;PRISSMM;STK11;KEAP1;KRAS;TMB-harmonization;left-truncation;real-world-endpoints,NSCLC across stages and treatment settings,lung-clinicogenomic-real-world-resource,observational-clinical,publisher_typeset_pdf,Choudhury_The_GENIE_BPC_NSCLC_Cohort_A_Real-World_Repository_Integrating_Standardized_Clinical_and_Geno_PMID37223888.pdf,e7dabadaaad1c403dcaa18849bc38cc479fd0049bf4dae74591b456dffb78724,11,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-37223888-language.md,4;5;6;7;8
36595566,2023,Tumor Dynamic Model-Based Decision Support for Phase Ib/II Combination Studies: A Retrospective Assessment Based on Resampling of the Phase III Study IMpower150,Clinical Cancer Research,10.1158/1078-0432.ccr-22-2323,Clinical Trials: Immunotherapy,tumor-growth-inhibition;NONMEM;resampling;KG;KS;go-no-go;IMpower150,advanced NSCLC trial-data simulation,lung-pharmacometrics-methodology,computational-modeling,author_manuscript,Bruno_Tumor_Dynamic_Model-Based_Decision_Support_for_Phase_Ib_II_Combination_Studies_A_Retrospective_As_PMID36595566.pdf,990caba69198a668c127a8e2fc5aebf1391c3385d3779c12b6c8696847ae5160,19,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-36595566-language.md,13;14;15;16;17;18;19
36806911,2023,Tumor Mutational Burden as a Predictor of Survival with Durvalumab and/or Tremelimumab Treatment in Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma,Clinical Cancer Research,10.1158/1078-0432.ccr-22-2765,Clinical Trials: Immunotherapy,TMB;durvalumab;tremelimumab;WES;plasma-panel;cutoff;HNSCC,recurrent/metastatic HNSCC; not lung cancer,cross-tumor-biomarker-methods,clinical-correlative,publisher_typeset_pdf,Wildsmith_Tumor_Mutational_Burden_as_a_Predictor_of_Survival_with_Durvalumab_and_or_Tremelimumab_Treatm_PMID36806911.pdf,2f4ab536536d2da10544f876b5de3e345b53dcdd6a32362ce9623a541c781a85,9,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-36806911-language.md,3;4;5;6
37125965,2023,Type 2 Diabetes Mellitus and Efficacy Outcomes from Immune Checkpoint Blockade in Patients with Cancer,Clinical Cancer Research,10.1158/1078-0432.ccr-22-3116,Translational Cancer Mechanisms and Therapy,ICI;diabetes;metformin;PSM;frailty-model;targeted-transcriptomics;confounding,mixed advanced solid tumors; NSCLC majority,cross-tumor-observational-comorbidity,retrospective-clinical,accepted_author_manuscript_with_separate_main_figures,Cortellini_Type_2_Diabetes_Mellitus_and_Efficacy_Outcomes_from_Immune_Checkpoint_Blockade_in_Patients_w_PMID37125965.pdf,991a5ac99228578017d0d3f3773f8152e0832c4f1b42f5f440d353cf9d659492,26,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-37125965-language.md,23;24;25;external-main-figures1–3
37756581,2023,"Upregulation of Indoleamine 2,3-Dioxygenase 1 in Tumor Cells and Tertiary Lymphoid Structures is a Hallmark of Inflamed Non-Small Cell Lung Cancer",Clinical Cancer Research,10.1158/1078-0432.ccr-23-1928,Translational Cancer Mechanisms and Therapy,IDO1;TLS;bulk-RNA-seq;tonsil-scRNA;GeoMx-sarcoma;mIF;deconvolution;ICI,NSCLC clinical/mIF cohorts; tonsillar scRNA and sarcoma spatial comparators,lung-multimodal-immunobiology,translational-mixed,publisher_typeset_pdf,"Bessede_Upregulation_of_Indoleamine_2,3-Dioxygenase_1_in_Tumor_Cells_and_Tertiary_Lymphoid_Structures_i_PMID37756581.pdf",55756df4bd55d6209c9b8a6a4ee9ce405837a0124d047854455cd379dd7484d4,11,2026-09-26,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2023-37756581-language.md,4;5;6;8;9
