pmid,year,title,journal,doi,official_category,secondary_domain_tags,disease_scope,source_role,evidence_tier,pdf_version,pdf_filename,sha256,physical_pages,main_read_completed_on,reading_stage,supplement_status,review_status,source_asset,main_visual_physical_pages
39400264,2024,DICER1-Related Tumor Predisposition: Identification of At-risk Individuals and Recommended Surveillance Strategies,Clinical Cancer Research,10.1158/1078-0432.ccr-24-1532,Translational Cancer Mechanisms and Therapy,germline-genomics;penetrance;surveillance;registry;variant-interpretation,germline-DICER1-multitumor-predisposition,registry-and-recommendations,observational-registry,author_manuscript,Schultz_DICER1-Related_Tumor_Predisposition_Identification_of_At-risk_Individuals_and_Recommended_Surve_PMID39400264.pdf,dda6d32003f68ef9728dabddd7084d2a02e4f0eae406c03703f97c7a587a57c0,28,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2024-39400264-language.md,20;22;24;25;26;27;28
38630790,2024,"Diffuse Pleural Mesotheliomas with Genomic Near-Haploidization: A Newly Recognized Subset with Distinct Clinical, Histologic, and Molecular Features",Clinical Cancer Research,10.1158/1078-0432.ccr-24-0085,Precision Medicine and Imaging,copy-number;near-haploidization;LOH;genomics;methylation;pathology,pleural-mesothelioma;not-NSCLC,thoracic-adjacent-methodology,retrospective-observational,author_manuscript,Yang_Diffuse_Pleural_Mesotheliomas_with_Genomic_Near-Haploidization_A_Newly_Recognized_Subset_with_Dist_PMID38630790.pdf,57d36af209e2ac9dba6d417fcd9b3dde63d4993c300bd3439fae303e64bd2fa7,23,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2024-38630790-language.md,17;19;21;22;23
37801329,2024,Durvalumab ± Tremelimumab + Platinum-Etoposide in Extensive-Stage Small Cell Lung Cancer (CASPIAN): Outcomes by PD-L1 Expression and Tissue Tumor Mutational Burden,Clinical Cancer Research,10.1158/1078-0432.ccr-23-1689,Precision Medicine and Imaging,immunotherapy;TMB;PD-L1;interaction;survival,ES-SCLC,primary-translational,exploratory-randomized-trial,publisher_typeset_pdf,Paz-Ares_Durvalumab_±_Tremelimumab_+_Platinum-Etoposide_in_Extensive-Stage_Small_Cell_Lung_Cancer_(CASP_PMID37801329.pdf,138d132e70ec5fd41bbe8069e9febd1a4b30505025bd00315c464d0ab160bb37,12,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2024-37801329-language.md,4;5;6;7;8;9;10
37939140,2024,Elucidating the Heterogeneity of Immunotherapy Response and Immune-Related Toxicities by Longitudinal ctDNA and Immune Cell Compartment Tracking in Lung Cancer,Clinical Cancer Research,10.1158/1078-0432.ccr-23-1469,Precision Medicine and Imaging,ctDNA;TCR-repertoire;targeted-proteomics;immune-toxicity;immunotherapy,lung-cancer,primary-translational,observational-longitudinal,publisher_typeset_pdf,Murray_Elucidating_the_Heterogeneity_of_Immunotherapy_Response_and_Immune-Related_Toxicities_by_Longitu_PMID37939140.pdf,66890cfa1fe930d6ac0062f53f994acd8802581891d3f443a5f2efc1a242b6ed,15,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2024-37939140-language.md,5;6;7;8;10;11
37955563,2024,Facts and Hopes in Neoadjuvant Immunotherapy: Current Approvals and Emerging Evidence,Clinical Cancer Research,10.1158/1078-0432.ccr-23-0583,Review,neoadjuvant;immunotherapy;pathologic-response;review,multiple-solid-tumors;neoadjuvant-immunotherapy,background-review-only,secondary-review,author_manuscript,Vaidya_Facts_and_Hopes_in_Neoadjuvant_Immunotherapy_Current_Approvals_and_Emerging_Evidence_PMID37955563.pdf,56015282837e5b01c754ecb0be506a040f494b01d3a00ef312d1342e60709fff,17,2026-09-23,background_review_read,not_supplied,not_reviewed,ccr-2024-37955563-background.md,15;16;17
38875108,2024,FDA Approval Summary: Repotrectinib for Locally Advanced or Metastatic ROS1-Positive Non-Small Cell Lung Cancer,Clinical Cancer Research,10.1158/1078-0432.ccr-24-0949,CCR Drug Updates,repotrectinib;ROS1;response-durability;CNS;safety;benefit-risk,ROS1-positive-NSCLC,regulatory-analysis,regulatory-analysis,author_manuscript,Barbato_FDA_Approval_Summary_Repotrectinib_for_Locally_Advanced_or_Metastatic_ROS1-Positive_Non-Small_C_PMID38875108.pdf,75ba59ad778f44274b9fb1bf97c5667e9062acc1439308d0feddf7b6c65f04c0,15,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2024-38875108-language.md,10;11;12;13;14;15
38526394,2024,Measurement of ctDNA Tumor Fraction Identifies Informative Negative Liquid Biopsy Results and Informs Value of Tissue Confirmation,Clinical Cancer Research,10.1158/1078-0432.ccr-23-3321,Precision Medicine and Imaging,ctDNA;tumor-fraction;negative-test;genomics;real-world,pan-cancer-including-NSCLC,pan-cancer-methodology,retrospective-observational,publisher_typeset_pdf,Rolfo_Measurement_of_ctDNA_Tumor_Fraction_Identifies_Informative_Negative_Liquid_Biopsy_Results_and_Inf_PMID38526394.pdf,944f1852f18e2f4d8ad5840221755d124e110d2c9fcc87c9459f32a1ad8c551e,9,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2024-38526394-language.md,4;5;6;7;8
38180245,2024,Molecular and Pathologic Characterization of YAP1-Expressing Small Cell Lung Cancer Cell Lines Leads to Reclassification as SMARCA4-Deficient Malignancies,Clinical Cancer Research,10.1158/1078-0432.ccr-23-2360,Translational Cancer Mechanisms and Therapy,cell-line-genomics;bulk-RNA;proteomics;pathology;SMARCA4;YAP1,SMARCA4-deficient-thoracic-malignancies;historically-SCLC-labelled-models,primary-preclinical,preclinical-integrative,publisher_typeset_pdf,Ng_Molecular_and_Pathologic_Characterization_of_YAP1-Expressing_Small_Cell_Lung_Cancer_Cell_Lines_Leads_PMID38180245.pdf,9361a0746619dd520d3ab78a28dbbc52e7e93656b51d00823ffa08c0946d1832,13,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2024-38180245-language.md,4;5;6;7;8;9
38277235,2024,Multi-omics Analysis Reveals Immune Features Associated with Immunotherapy Benefit in Patients with Squamous Cell Lung Cancer from Phase III Lung-MAP S1400I Trial,Clinical Cancer Research,10.1158/1078-0432.ccr-23-0251,Translational Cancer Mechanisms and Therapy,Lung-MAP;targeted-RNA-expression;NanoString;WES;targeted-proteomics;spatial-imaging;immune-deconvolution;immunotherapy,lung-squamous-cell-carcinoma,primary-translational,exploratory-randomized-trial,publisher_typeset_pdf,Parra_Multi-omics_Analysis_Reveals_Immune_Features_Associated_with_Immunotherapy_Benefit_in_Patients_wi_PMID38277235.pdf,8d4132c375a7317b351f381f7c8fd9f9d017c9081b3d228fbc943328a082340a,14,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2024-38277235-language.md,5;6;8;10;11
37903180,2024,Novel Approach to Accelerate Lung Cancer Research: Lung-MAP and the Potential of Public-Private Partnerships,Clinical Cancer Research,10.1158/1078-0432.ccr-23-2690,Special Report,master-protocol;Lung-MAP;trial-access;research-governance,lung-cancer-research-platform,background-synthesis-only,secondary-synthesis,publisher_typeset_pdf,Herbst_Novel_Approach_to_Accelerate_Lung_Cancer_Research_Lung-MAP_and_the_Potential_of_Public-Private_P_PMID37903180.pdf,96f03e622dbc73aef7a9b1b3e93c8a1e2ce0b60f7d215ff048a8f7f694d615a4,4,2026-09-23,background_review_read,not_supplied,not_reviewed,ccr-2024-37903180-background.md,3
39017667,2024,Novel Combinations of Immunotherapies or DNA Damage Repair Inhibitors in Platinum-Refractory Extensive-Stage Small Cell Lung Cancer: The Phase II BALTIC Study,Clinical Cancer Research,10.1158/1078-0432.ccr-24-0013,Clinical Trials: Immunotherapy,immunotherapy;DDR;ctDNA;targeted-proteomics;safety;BALTIC,platinum-refractory-ES-SCLC,primary-clinical,single-arm-multiarm,publisher_typeset_pdf,Reinmuth_Novel_Combinations_of_Immunotherapies_or_DNA_Damage_Repair_Inhibitors_in_Platinum-Refractory_E_PMID39017667.pdf,ab71ec6bc53338a7a6f20d8cad4652fba62947046df652cb04d800fc3f671a40,13,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2024-39017667-language.md,4;5;6;7;8;10
38127300,2024,Objective Analysis and Clinical Significance of the Spatial Tumor-Infiltrating Lymphocyte Patterns in Non-Small Cell Lung Cancer,Clinical Cancer Research,10.1158/1078-0432.ccr-23-2457,Precision Medicine and Imaging,spatial-imaging;TIL;digital-pathology;survival;immunotherapy,NSCLC,primary-translational,retrospective-observational,author_manuscript,Lopez_de_Rodas_Objective_Analysis_and_Clinical_Significance_of_the_Spatial_Tumor-Infiltrating_Lymphocyt_PMID38127300.pdf,78b4a822e2438182df4a364bdc88ab6e954c31fe9ecfec09c876cda5d88b320c,21,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2024-38127300-language.md,13;14;15;16;17;18;19;20;21
39078310,2024,Pharmacologic Inhibition of EIF4A Blocks NRF2 Synthesis to Prevent Osteosarcoma Metastasis,Clinical Cancer Research,10.1158/1078-0432.ccr-24-1317,Translational Cancer Mechanisms and Therapy,EIF4A;NRF2;bulk-RNA;proteomics;polysomes;PuMA;oxidative-stress,osteosarcoma-lung-metastasis;not-NSCLC,cross-tumor-methodology,preclinical,publisher_typeset_pdf,Lizardo_Pharmacologic_Inhibition_of_EIF4A_Blocks_NRF2_Synthesis_to_Prevent_Osteosarcoma_Metastasis_PMID39078310.pdf,42047fe34d2e8ef804edc08b3929b2454244bc1601950b0e49dbcaca10dfaf1d,18,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2024-39078310-language.md,6;7;9;11;13;15
38456660,2024,Phase I/II Study of Combined BCL-xL and MEK Inhibition with Navitoclax and Trametinib in KRAS or NRAS Mutant Advanced Solid Tumors,Clinical Cancer Research,10.1158/1078-0432.ccr-23-3135,Clinical Trials: Targeted Therapy,BCL-xL;MEK;navitoclax;trametinib;dose-finding;safety,RAS-mutant-solid-tumors-including-NSCLC,primary-clinical,single-arm-clinical,publisher_typeset_pdf,Corcoran_Phase_I_II_Study_of_Combined_BCL-xL_and_MEK_Inhibition_with_Navitoclax_and_Trametinib_in_KRAS_PMID38456660.pdf,b4d52abf19cc69ed2f28dae445d1a996d2c444f6f500858ef6ca3ec76e99434e,11,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2024-38456660-language.md,3;4;5;6;7;8;9
38165684,2024,Phase II Study of Durvalumab Immediately after Completion of Chemoradiotherapy in Unresectable Stage III Non-small Cell Lung Cancer: TORG1937 (DATE Study),Clinical Cancer Research,10.1158/1078-0432.ccr-23-2568,Research Briefs: Clinical Trial Brief Reports,chemoradiotherapy;durvalumab;safety;survival-time-origin,unresectable-stage-III-NSCLC,primary-clinical,single-arm-clinical,publisher_typeset_pdf,Nakamichi_Phase_II_Study_of_Durvalumab_Immediately_after_Completion_of_Chemoradiotherapy_in_Unresectabl_PMID38165684.pdf,135b01733f671ce90bbb4b844cb95a24c4fec2891c7fb606b1c87f60a9b5069c,7,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2024-38165684-language.md,3;4;5
37992307,2024,Platinum-Based Chemotherapy Attenuates the Effector Response of CD8 T Cells to Concomitant PD-1 Blockade,Clinical Cancer Research,10.1158/1078-0432.ccr-23-1316,Translational Cancer Mechanisms and Therapy,flow-cytometry;CD8;platinum;PD-1;immune-timing,LCMV-mouse-infection-model;not-lung-tumor,cross-tumor-methodology,preclinical,publisher_typeset_pdf,Mariniello_Platinum-Based_Chemotherapy_Attenuates_the_Effector_Response_of_CD8_T_Cells_to_Concomitant_P_PMID37992307.pdf,07a03c9668efb54ac022b89fced85045ad6a631e5960b896070ca3695e512be6,13,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2024-37992307-language.md,4;5;7;8;9;10
39352721,2024,"Safety, Efficacy, and Biomarker Analysis of Crizotinib in MET-Mutated Non-Small Cell Lung Cancer-Results from the Drug Rediscovery Protocol",Clinical Cancer Research,10.1158/1078-0432.ccr-24-1925,Clinical Trials: Targeted Therapy,MET-exon14;crizotinib;WGS;bulk-RNA;multiple-testing;safety,MET-mutant-NSCLC,primary-translational,single-arm-clinical,publisher_onlinefirst_with_repository_cover,"Verkerk_Safety,_Efficacy,_and_Biomarker_Analysis_of_Crizotinib_in_MET-Mutated_Non-Small_Cell_Lung_Cance_PMID39352721.pdf",606dcfa357d419f4fe8bae3419b36732a2dcaa02e64a74c16afa164ef837d26b,11,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2024-39352721-language.md,5;6;7;8
39177967,2024,"Targeted Therapies, Novel Antibodies, and Immunotherapies in Advanced Non-Small Cell Lung Cancer: Clinical Evidence and Drug Approval Patterns",Clinical Cancer Research,10.1158/1078-0432.ccr-24-0741,Review,targeted-therapy;immunotherapy;drug-approval;review,advanced-NSCLC,background-review-only,secondary-review,publisher_typeset_pdf,"Koban_Targeted_Therapies,_Novel_Antibodies,_and_Immunotherapies_in_Advanced_Non-Small_Cell_Lung_Cancer_PMID39177967.pdf",fa6408f138198144b83f513410e7c7b53b0c896b3aa7afc141a4d9b45e6d11dc,12,2026-09-23,background_review_read,not_supplied,not_reviewed,ccr-2024-39177967-background.md,2;4;5;6;8;9
39017606,2024,Targeting AKR1B10 by Drug Repurposing with Epalrestat Overcomes Chemoresistance in Non-Small Cell Lung Cancer Patient-Derived Tumor Organoids,Clinical Cancer Research,10.1158/1078-0432.ccr-23-3980,Translational Cancer Mechanisms and Therapy,organoids;bulk-RNA;WES;AKR1B10;epalrestat;chemoresistance,NSCLC-organoids-and-xenografts,primary-preclinical,preclinical,publisher_typeset_pdf,Suvilesh_Targeting_AKR1B10_by_Drug_Repurposing_with_Epalrestat_Overcomes_Chemoresistance_in_Non-Small_C_PMID39017606.pdf,7d808856b1279c4ccf2e73bd159bb7680e85d00f336ee5a0b71ba0235fca23d7,13,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2024-39017606-language.md,3;4;6;8;9;10
38048058,2024,TROP2 Is Associated with Primary Resistance to Immune Checkpoint Inhibition in Patients with Advanced Non-Small Cell Lung Cancer,Clinical Cancer Research,10.1158/1078-0432.ccr-23-2566,Research Briefs: Precision Medicine and Therapeutics,bulk-RNA;plasma-proteomics;multiplex-imaging;TROP2;immunotherapy,NSCLC,primary-translational,retrospective-observational,publisher_typeset_pdf,Bessede_TROP2_Is_Associated_with_Primary_Resistance_to_Immune_Checkpoint_Inhibition_in_Patients_with_Ad_PMID38048058.pdf,fb572c9bf2ba45494e70dce5baa68d073c46db44c861ee7c35d79efbe7bd6afb,7,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2024-38048058-language.md,3;4;5
38109210,2024,Tumor-Specific Activity of Precision Medicines in the NCI-MATCH Trial,Clinical Cancer Research,10.1158/1078-0432.ccr-23-0983,Precision Medicine and Imaging,NCI-MATCH;histology;resampling;multiple-testing;precision-oncology,pan-cancer-including-lung-subgroup,secondary-data-reanalysis,exploratory-reanalysis,author_manuscript,Zhou_Tumor-Specific_Activity_of_Precision_Medicines_in_the_NCI-MATCH_Trial_PMID38109210.pdf,461caab73d0bac67f4caaf0eaf5f67878af00e80098024105b0139d006fd6869,14,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2024-38109210-language.md,13;14
38837903,2024,Urinary Metabolite Diagnostic and Prognostic Liquid Biopsy Biomarkers of Lung Cancer in Nonsmokers and Tobacco Smokers,Clinical Cancer Research,10.1158/1078-0432.ccr-24-0637,Translational Cancer Mechanisms and Therapy,urine-metabolites;liquid-biopsy;LC-MS;diagnosis;prognosis,lung-cancer,primary-translational,retrospective-observational,publisher_typeset_pdf,Dalal_Urinary_Metabolite_Diagnostic_and_Prognostic_Liquid_Biopsy_Biomarkers_of_Lung_Cancer_in_Nonsmoker_PMID38837903.pdf,23f46519e076bfbc65a310870262b7068d6beffa9d8ffb629c40e2cd23d08538,11,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2024-38837903-language.md,3;5;6;7;8;9
39150543,2024,YAP1 Status Defines Two Intrinsic Subtypes of LCNEC with Distinct Molecular Features and Therapeutic Vulnerabilities,Clinical Cancer Research,10.1158/1078-0432.ccr-24-0361,Translational Cancer Mechanisms and Therapy,YAP1;STK11;KEAP1;SMARCA4;bulk-RNA;single-cell;RRBS;RPPA;CAR-T,pulmonary-LCNEC;SCLC-comparators,primary-translational,preclinical-translational,author_manuscript,Stewart_YAP1_Status_Defines_Two_Intrinsic_Subtypes_of_LCNEC_with_Distinct_Molecular_Features_and_Therap_PMID39150543.pdf,85104f6742b50399277d548ec3600381e1dcd77aaf6e6de02a757b1adb8e41ea,24,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2024-39150543-language.md,18;19;20;21;23;24
40833744,2026,The Impact of Concordance between Liquid and Tissue Biopsy for Actionable Mutations: Insights from the ROME Trial,Clinical Cancer Research,10.1158/1078-0432.ccr-25-0430,Clinical Trials: Molecularly Targeted Therapy,ROME;ctDNA;NGS;concordance;molecular-matching;survival,pan-cancer;NSCLC31-of400,pan-cancer-methodology,exploratory-randomized-trial,publisher_typeset_pdf,Botticelli_The_Impact_of_Concordance_between_Liquid_and_Tissue_Biopsy_for_Actionable_Mutations_Insights_from_the_ROME_Tri_PMID40833744.pdf,9cfaa4454cacbfe52b1986cf386a2da557d87b28840b51a533d6c5c4e957d272,11,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2026-40833744-language.md,4;5;6;7;8;9
42148883,2026,Comprehensive Genomic and Transcriptomic Characterization of MTAP Loss across Advanced Solid Tumors,Clinical Cancer Research,10.1158/1078-0432.ccr-25-4936,Novel Biomarkers and Precision Medicine,MTAP;copy-number;bulk-RNA;deconvolution;pathway-enrichment;ICI-outcomes,advanced-solid-tumors;no-explicit-primary-lung-cohort,cross-tumor-methodology,retrospective-observational,publisher_typeset_pdf,Seguchi_Comprehensive_Genomic_and_Transcriptomic_Characterization_of_MTAP_Loss_across_Advanced_Solid_Tumors_PMID42148883.pdf,430a708feea869a088a74a75aad2807c0910e1fad1507fdcb2c4f9f501d7de3b,12,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2026-42148883-language.md,3;4;5;6;7;8;9;10
42484497,2026,Network-Integrated Platform for Clinical Trial Navigation from the New South Wales Early Phase Clinical Trials Alliance,Clinical Cancer Research,10.1158/1078-0432.ccr-26-0733,Clinical Trials: Molecularly Targeted Therapy,ctDNA;precision-oncology;trial-matching;feasibility;implementation,pan-cancer;NSCLC19-of101,pan-cancer-implementation,prospective-single-arm,publisher_typeset_pdf,Liu_Network-Integrated_Platform_for_Clinical_Trial_Navigation_from_the_New_South_Wales_Early_Phase_Clinical_Trials_PMID42484497.pdf,0088d54ea99cd4b33a3f3aaf48a2a70a13a7bd64f702d5f944bf7aaab7d621f2,10,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2026-42484497-language.md,3;4;5;6;7;8
41403154,2026,Germline Pathogenic Variant Prediction Model for Tumor-Only Sequencing Based on Japanese Clinicogenomic Database,Clinical Cancer Research,10.1158/1078-0432.ccr-25-2985,Novel Biomarkers and Precision Medicine,germline;VAF;purity;machine-learning;nomogram;calibration,Japanese-pan-cancer-including-lung,pan-cancer-methodology,retrospective-prediction-model,publisher_typeset_pdf,Ikegami_Germline_Pathogenic_Variant_Prediction_Model_for_Tumor-Only_Sequencing_Based_on_Japanese_Clinicogenomic_Databa_PMID41403154.pdf,a712f731cdfc755daa01db84f7db7e94b482a51f2778ffa43aafa27084659d16,12,2026-09-23,main_text_deep_read_complete,not_supplied,not_reviewed,ccr-2026-41403154-language.md,3;5;6;7;8;9;10
