pmid,journal,year,supplied_pdf_version,archived_pdf_count,sha256,physical_pages,checked_on,scope
34426443,Clinical Cancer Research,2021,not_classified_by_header,1,9a5e55bdfe6dc91d30e34528e1b2e2b88703b920f0481f4d5a4cfdff945d0684,12,2026-09-19,identity/header only; not a new scientific read
34462287,Clinical Cancer Research,2022,author_manuscript,1,1389c725630c42e27738c02bc6b4313839a6aa259b08dbfe2a89c57366678c86,12,2026-09-19,identity/header only; not a new scientific read
34518312,Clinical Cancer Research,2021,author_manuscript,1,43d639ceb8425804bc5b9455c300eb691729c0b9d5d7de9692b2a9b86a0fca5f,22,2026-09-19,identity/header only; not a new scientific read
34551906,Clinical Cancer Research,2021,author_manuscript,1,5d906b20c575d6733a65651772fca6b873c65f4406d6ce6ab8174664b7a7ff87,25,2026-09-19,identity/header only; not a new scientific read
34686497,Clinical Cancer Research,2022,author_manuscript,1,8eb5cbef2f9026bce71976f2f4a896ee8ec932819689edb0c5b299cbe6d2aa42,16,2026-09-19,identity/header only; not a new scientific read
34702773,Clinical Cancer Research,2022,not_classified_by_header,1,ce34003e9127e9a62b997e5796eb31013740451559640a728f692de90750e62f,9,2026-09-19,identity/header only; not a new scientific read
34740922,Clinical Cancer Research,2022,not_classified_by_header,1,d37ab0964b87f355a0ac6507d77c8f4d990e513508adab9cd284d5e994a4b406,7,2026-09-19,identity/header only; not a new scientific read
34740925,Clinical Cancer Research,2022,not_classified_by_header,1,a8bb541bc5b03545a10fc677e01174b24935a37f07b02adced07ed12d273613c,9,2026-09-19,identity/header only; not a new scientific read
34753780,Clinical Cancer Research,2022,not_classified_by_header,1,f0ac55f1036ac70fd07874c0346ce99acd5db98f91c29e8cbe8f85281fc2a506,10,2026-09-19,identity/header only; not a new scientific read
34789481,Clinical Cancer Research,2022,not_classified_by_header,1,57c6118ffc604352469156c5b6ab2caff16cfadf7cf2ca086c416d268334ce31,10,2026-09-19,identity/header only; not a new scientific read
34903582,Clinical Cancer Research,2022,author_manuscript,1,7af59263218defffdc8cbe1580edbfa7819c4fedd498bffaf44569d2db765fdb,13,2026-09-19,identity/header only; not a new scientific read
34921023,Clinical Cancer Research,2022,not_classified_by_header,1,e3d1465781f41693e22e0edd64a08ad0061f0535ff461605848d9c21a5f69608,10,2026-09-19,identity/header only; not a new scientific read
35012927,Clinical Cancer Research,2022,not_classified_by_header,1,11705a62bc18aaa525753757fc47e252fc6a9281244ed327059cee2ce9442688,11,2026-09-19,identity/header only; not a new scientific read
35046060,Clinical Cancer Research,2022,author_manuscript,1,56a240bc4ef82be3630e807a3486f9e121b4ad5b626031d60f467df87c10c872,24,2026-09-19,identity/header only; not a new scientific read
35091439,Clinical Cancer Research,2022,author_manuscript,1,24a6a0d5ddf03c7567a745ac3e72ad8ebdd7ef61ab9734dfc0016fb0c3c76ca0,22,2026-09-19,identity/header only; not a new scientific read
35091446,Clinical Cancer Research,2022,author_manuscript,1,fb80d1450a4c1a5361500ad00c9f45df9022dc4a98534474d0aac3381d6b8062,42,2026-09-19,identity/header only; not a new scientific read
35101883,Clinical Cancer Research,2022,not_classified_by_header,1,94431dadb7288e2216af17e49d736f8f28ef921d14e4107804631aed0dbba36e,8,2026-09-19,identity/header only; not a new scientific read
35144967,Clinical Cancer Research,2022,not_classified_by_header,1,3f3fcdc07b74fdffd7930c6cf6b9e90adf9516638cfff3d4fed7166ac1e7f266,11,2026-09-19,identity/header only; not a new scientific read
35165102,Clinical Cancer Research,2022,not_classified_by_header,1,be304fdf0f86ee07d16b67d221cde1d6073914151ef9d4b4b2b73b960d391a64,13,2026-09-19,identity/header only; not a new scientific read
35247924,Clinical Cancer Research,2022,not_classified_by_header,1,effadb4e6598cc58e98a9d09d350432aa5b2ff9f9a3b3b15bfd2a26639cf6917,13,2026-09-19,identity/header only; not a new scientific read
35247929,Clinical Cancer Research,2022,author_manuscript,1,b1fdb45315a5c2a6efeb06a2e781d85f550dfcf86ac22e861b508358672070ba,29,2026-09-19,identity/header only; not a new scientific read
35254415,Clinical Cancer Research,2022,author_manuscript,1,3f9d7e79b0f349ebba478eceaca3f1a8bfd90a654a178e32216724e3306df2e7,19,2026-09-19,identity/header only; not a new scientific read
35275991,Clinical Cancer Research,2022,not_classified_by_header,1,6f7d3525c07aa37200c2e2bbbff02d4dcba33348faa130f27902e7ec9d3d635b,9,2026-09-19,identity/header only; not a new scientific read
35363308,Clinical Cancer Research,2022,not_classified_by_header,1,ae112f78523372075e4c7f0a08ea3793c7d275ce7f9303f6b8a6e67f0a656094,12,2026-09-19,identity/header only; not a new scientific read
35381070,Clinical Cancer Research,2022,not_classified_by_header,1,202b8b8fad0ecffcf036f05f174bbf7d4f0cdc0e8806da7c901d274524a4bad7,13,2026-09-19,identity/header only; not a new scientific read
35394499,Clinical Cancer Research,2022,author_manuscript,1,c68cd75a11a172ecc9ff208b635477fa842c8ae1a9fa820b951d38215ade2c29,25,2026-09-19,identity/header only; not a new scientific read
35394532,Clinical Cancer Research,2022,author_manuscript,1,9c1dc2f99b725f2a59e9a817197f249463150fc033480b6cd181cfaa243f0aeb,5,2026-09-19,identity/header only; not a new scientific read
35404402,Clinical Cancer Research,2022,not_classified_by_header,1,30d63593db9c201a040bbbe13d51077cc198c4017d6e105806806b3b1ab24440,11,2026-09-19,identity/header only; not a new scientific read
35486097,Clinical Cancer Research,2022,author_manuscript,1,fa7176cd71b2eb66f84373cc2ab555a4ae1ff241d93febccd94e6570e4175485,24,2026-09-19,identity/header only; not a new scientific read
35511917,Clinical Cancer Research,2022,not_classified_by_header,1,10ac86a6b1725700adf13b01e949874de5e041e74fad0c64df66bfcbbeb0d809,10,2026-09-19,identity/header only; not a new scientific read
35511938,Clinical Cancer Research,2022,not_classified_by_header,1,d9b8db747db1a50053c2df69e7cd6f97f454ab68638ef44aa1db824c58fb6112,14,2026-09-19,identity/header only; not a new scientific read
35512219,Clinical Cancer Research,2022,author_manuscript,1,e8cfb35ddae290b8dd851e1709fa47520ca95b933f52c29f8c2d5efb39008f6b,5,2026-09-19,identity/header only; not a new scientific read
35616593,Clinical Cancer Research,2023,not_classified_by_header,1,d7f0d2554cee6001ab8696b27e3d6417c6ebb65bfee88f8ff073c61aa2981680,4,2026-09-19,identity/header only; not a new scientific read
35699599,Clinical Cancer Research,2022,not_classified_by_header,1,8891562fba38c99b18b152a3adfa2d73ac21d6f3624baee13af09d4fb45d8280,12,2026-09-19,identity/header only; not a new scientific read
35713632,Clinical Cancer Research,2022,author_manuscript,1,69a4e56f7aa3a1332fc42c9d1f3a3d931eb1616edeba172fb4fa5c296335cc16,19,2026-09-19,identity/header only; not a new scientific read
35727603,Clinical Cancer Research,2022,not_classified_by_header,1,e63c6a834e405d3936a207eecfec403c558f2733585a3a08b87352b576a7bd74,48,2026-09-19,identity/header only; not a new scientific read
35762926,Clinical Cancer Research,2022,not_classified_by_header,1,b863207bcd920f56d58855c2f6b2359b8fd83a62e2fc547256ae26722edc57df,7,2026-09-19,identity/header only; not a new scientific read
35767426,Clinical Cancer Research,2022,author_manuscript,1,0ac0787cf24ec3176343916993a2ea84545cdd80160d888d09b76a90f5fcd10c,14,2026-09-19,identity/header only; not a new scientific read
35792876,Clinical Cancer Research,2022,not_classified_by_header,1,4c81302dfd43508750313642d0da1eaddd7db0b02c07c55820179f2975ab9c60,12,2026-09-19,identity/header only; not a new scientific read
35792882,Clinical Cancer Research,2022,author_manuscript,1,9dd0a15f38f7797b878b4bdeb6d74a8ec591dd824fc254d85c7bb4beaddf6d97,28,2026-09-19,identity/header only; not a new scientific read
35852792,Clinical Cancer Research,2022,not_classified_by_header,1,850770b489434d972f33fe19c63e9b68023f54e3a6569b87649d0ec4c735663d,14,2026-09-19,identity/header only; not a new scientific read
35920742,Clinical Cancer Research,2022,author_manuscript,1,a4fcfc3720de5f9cde43a0ada795f140b53a9d93f929d1c62ad71a3b29f4ddd3,31,2026-09-19,identity/header only; not a new scientific read
35972732,Clinical Cancer Research,2022,author_manuscript,1,465af40bdd5529485cb040f8cd0ad6edc4cd448b5ad63a536b1248008c5aa914,25,2026-09-19,identity/header only; not a new scientific read
35980349,Clinical Cancer Research,2022,not_classified_by_header,1,0da5002ecaaf3b84cdab560b78e541a63530c1bd7144b4cf86924a39451c67c8,8,2026-09-19,identity/header only; not a new scientific read
35993913,Clinical Cancer Research,2022,not_classified_by_header,1,214a6bcf28be2ab9d0098c8dade40bb2be54b933a130e00a286e23c9aa5e763f,15,2026-09-19,identity/header only; not a new scientific read
36044531,Clinical Cancer Research,2022,not_classified_by_header,1,02d7e0abfd486b122e56d7693d19c4387e30808c70489d286876d6573b1acec7,14,2026-09-19,identity/header only; not a new scientific read
36103258,Clinical Cancer Research,2022,author_manuscript,1,1d5540214a8784adffd1a5c08bc2805ef825b3492cb9a21a3748f78f7f0e264c,6,2026-09-19,identity/header only; not a new scientific read
36112541,Clinical Cancer Research,2023,author_manuscript,1,2e7d9c81f74e1ac9a8aaa6c53d06737bf5a090e1f725b250b2410ac95ed4a0f4,12,2026-09-19,identity/header only; not a new scientific read
36165915,Clinical Cancer Research,2023,not_classified_by_header,1,28ea41a2c5fc1b01597a3f89e44efa0d81f25d0f168c4470342719ceb112b21e,14,2026-09-19,identity/header only; not a new scientific read
36166003,Clinical Cancer Research,2022,author_manuscript,1,002f2b76cf9f5abd494f0e7af55afec78dd7776aca462bff6c7ba7e24b60605f,27,2026-09-19,identity/header only; not a new scientific read
36190329,Clinical Cancer Research,2022,author_manuscript,1,d84da2c62783781c2efa88a7dfe084613b139686cda9ad0a81e83e3e9ec2a0b5,5,2026-09-19,identity/header only; not a new scientific read
36255391,Clinical Cancer Research,2023,not_classified_by_header,1,8303b796107e3377a601fa24bb5a18846973141bbb2ea9fceeeaa59f17425611,11,2026-09-19,identity/header only; not a new scientific read
36378548,Clinical Cancer Research,2023,not_classified_by_header,1,5ef262d70ba54b80286a30cf84c36d8160bd091cc248c2afa26061b2508aa625,10,2026-09-19,identity/header only; not a new scientific read
36383142,Clinical Cancer Research,2023,author_manuscript,1,3ae84d8940c1dc8d4fcacc29d8ad04b7c03ba47494067e82de61d24fdccbfe5d,6,2026-09-19,identity/header only; not a new scientific read
36449664,Clinical Cancer Research,2023,author_manuscript,1,6b3649e151402266252f3a1c7fa9a179da7ed82d870e9d44f6b328c78c1ac01d,19,2026-09-19,identity/header only; not a new scientific read
36469573,Clinical Cancer Research,2023,author_manuscript,1,41b12a54b594c34e387c3227a3d262ac7cf0f74383813503596a6685352b021d,27,2026-09-19,identity/header only; not a new scientific read
36537918,Clinical Cancer Research,2023,author_manuscript,1,3649214abda7667258f8cb77467c1862b41e5ffd997b95466f90043cb3ed8ca0,27,2026-09-19,identity/header only; not a new scientific read
36595561,Clinical Cancer Research,2023,author_manuscript,1,a77e32adc1ac3b136bd6c60c6fd56ec1b896c8c43f4a01b3e485078622f7028f,27,2026-09-19,identity/header only; not a new scientific read
36595566,Clinical Cancer Research,2023,author_manuscript,1,990caba69198a668c127a8e2fc5aebf1391c3385d3779c12b6c8696847ae5160,19,2026-09-19,identity/header only; not a new scientific read
36602782,Clinical Cancer Research,2023,not_classified_by_header,1,6e3eacc0e7a2ae4dc587798951a88df6b5c11cb89971db391a819dbef0ce4be5,15,2026-09-19,identity/header only; not a new scientific read
36729110,Clinical Cancer Research,2023,author_manuscript,1,e7c7649ade1d943b3c74adf11f43d290af196bb6e6bdc05269c8ea20da5e2f69,12,2026-09-19,identity/header only; not a new scientific read
36794455,Clinical Cancer Research,2023,not_classified_by_header,1,96f23d0be709f142f6778b040f3f227060ba16794fd225aa475726289c31e1fa,6,2026-09-19,identity/header only; not a new scientific read
36806911,Clinical Cancer Research,2023,not_classified_by_header,1,2f4ab536536d2da10544f876b5de3e345b53dcdd6a32362ce9623a541c781a85,9,2026-09-19,identity/header only; not a new scientific read
36913537,Clinical Cancer Research,2023,author_manuscript,1,8c04a30eca937725cdd52fd2f9ed26965ae13920c3a2192730e8d9c173393991,18,2026-09-19,identity/header only; not a new scientific read
36951523,Clinical Cancer Research,2023,author_manuscript,1,bc841d96932c91e5ea83784e22a24f4ddffd4466c7019d66d9e2199fc83b3bda,12,2026-09-19,identity/header only; not a new scientific read
36971777,Clinical Cancer Research,2023,not_classified_by_header,1,6bf14b476a721f24f653b37c92f47df40c8f85342f6f36f1f5cf33d160bb0975,8,2026-09-19,identity/header only; not a new scientific read
36996322,Clinical Cancer Research,2023,author_manuscript,1,fc7a940b089a217d1af0e02c05a42bd55121bcf88b2809ba29f733d52e51c593,19,2026-09-19,identity/header only; not a new scientific read
37022784,Clinical Cancer Research,2023,author_manuscript,1,409149af5f0c676968e1fadb5d7f555d99423802a149a59030240fd8329d1fa2,14,2026-09-19,identity/header only; not a new scientific read
37071497,Clinical Cancer Research,2023,not_classified_by_header,1,ff877ce9c5fe36b57b198ded07b0f86aceac559b355c36e0806a94a90ac615c7,14,2026-09-19,identity/header only; not a new scientific read
37097069,Clinical Cancer Research,2023,author_manuscript,1,1ffbfd8c3ec0735190078b7342029c679cbd463053726b276e789392affbb2ed,5,2026-09-19,identity/header only; not a new scientific read
37097610,Clinical Cancer Research,2023,author_manuscript,1,4bbdf5563fd45f7d42ec88f21ebbaf6f70411e05e133e8754ed40141717ddecd,22,2026-09-19,identity/header only; not a new scientific read
37125965,Clinical Cancer Research,2023,not_classified_by_header,1,991a5ac99228578017d0d3f3773f8152e0832c4f1b42f5f440d353cf9d659492,26,2026-09-19,identity/header only; not a new scientific read
37154821,Clinical Cancer Research,2023,author_manuscript,1,2b5108a21dae7a04c1f818fa36e512f041e845b1c0d4015861b0041a208c5d50,22,2026-09-19,identity/header only; not a new scientific read
37219515,Clinical Cancer Research,2023,author_manuscript,1,cfdf4364daa134d7c220c8fdc5ee5a1eff65e09c6baa581571e0c86dac6775dc,13,2026-09-19,identity/header only; not a new scientific read
37223888,Clinical Cancer Research,2023,not_classified_by_header,1,e7dabadaaad1c403dcaa18849bc38cc479fd0049bf4dae74591b456dffb78724,11,2026-09-19,identity/header only; not a new scientific read
37223924,Clinical Cancer Research,2023,author_manuscript,1,00d8e967c6c522cd765194cd19430856c1cc02c0716fc0f40b1fde4d0a7e30a9,21,2026-09-19,identity/header only; not a new scientific read
37233986,Clinical Cancer Research,2023,not_classified_by_header,1,bd4e65843c51dd37f6dd39dfa5cf01bb54db376114728c5dc1c4c1113a4a21fb,9,2026-09-19,identity/header only; not a new scientific read
37233987,Clinical Cancer Research,2023,author_manuscript,1,5fab72eb0f2593f3366bde878df36dd071cb8d64f676b44a42613f9a7ee160f8,21,2026-09-19,identity/header only; not a new scientific read
37233991,Clinical Cancer Research,2023,not_classified_by_header,1,95ecc428a428f003add78d6ffe44c63a39c7dd55cf071f30a56ac89d37c5a268,11,2026-09-19,identity/header only; not a new scientific read
37249619,Clinical Cancer Research,2023,not_classified_by_header,1,9c171ed568bfa0395c5df6f21d12f4ea448cf9d90f471125458bc24dd32624c2,13,2026-09-19,identity/header only; not a new scientific read
37279096,Clinical Cancer Research,2023,author_manuscript,1,3cbe299a907a5cef025b2d576c7c8e53d8fe121f8224849f06e3bd4856bdc933,14,2026-09-19,identity/header only; not a new scientific read
37289191,Clinical Cancer Research,2023,author_manuscript,1,75f129b1681672767d2c8f5759fa16fd9bb039fe244cd11ef00f47c0ef488533,25,2026-09-19,identity/header only; not a new scientific read
37382635,Clinical Cancer Research,2023,author_manuscript,1,b85d39533d565d030ffd768912eb77d808b4e15b1aa9b1fa96f70ad3da774925,31,2026-09-19,identity/header only; not a new scientific read
37432985,Clinical Cancer Research,2023,not_classified_by_header,1,d9246bcdbb595d5143ae2d642d29ddb80ab38e5578722e7d1d4033a0881a1e36,11,2026-09-19,identity/header only; not a new scientific read
37466928,Clinical Cancer Research,2023,author_manuscript,1,bd3deefdb4b7b9f3b3bc565a73b09b9e76e7aadbd5499c5e4792289f66dd7f57,5,2026-09-19,identity/header only; not a new scientific read
37581538,Clinical Cancer Research,2023,not_classified_by_header,1,86411e4834cdcccb8094e66bef6df8788458123378ace1f41e9c0bbf48ea6dd0,9,2026-09-19,identity/header only; not a new scientific read
37702716,Clinical Cancer Research,2023,not_classified_by_header,1,4c7b132e41c715f38a67db6ebf266d7b0c48abba7fb9e0b2fd89614398b33ab0,10,2026-09-19,identity/header only; not a new scientific read
37725585,Clinical Cancer Research,2023,not_classified_by_header,1,5c0bfadce841169a9a41be0156cdfb58cc79184532cbc4e04f7e00f95c5d8073,16,2026-09-19,identity/header only; not a new scientific read
37733794,Clinical Cancer Research,2023,not_classified_by_header,1,c233223884b13f02f9ec63568d9d1520d2b9303b0fdf4e74bb575bc6010d5c6b,15,2026-09-19,identity/header only; not a new scientific read
37756581,Clinical Cancer Research,2023,not_classified_by_header,1,55756df4bd55d6209c9b8a6a4ee9ce405837a0124d047854455cd379dd7484d4,11,2026-09-19,identity/header only; not a new scientific read
37801329,Clinical Cancer Research,2024,not_classified_by_header,1,138d132e70ec5fd41bbe8069e9febd1a4b30505025bd00315c464d0ab160bb37,12,2026-09-19,identity/header only; not a new scientific read
37831007,Clinical Cancer Research,2024,author_manuscript,1,a20eceddf1cb0fcadabb1cd05ae4db0f9ab9710644d8802326ba60427a3c92f5,18,2026-09-19,identity/header only; not a new scientific read
37903180,Clinical Cancer Research,2024,not_classified_by_header,1,96f03e622dbc73aef7a9b1b3e93c8a1e2ce0b60f7d215ff048a8f7f694d615a4,4,2026-09-19,identity/header only; not a new scientific read
37939140,Clinical Cancer Research,2024,not_classified_by_header,1,66890cfa1fe930d6ac0062f53f994acd8802581891d3f443a5f2efc1a242b6ed,15,2026-09-19,identity/header only; not a new scientific read
37955563,Clinical Cancer Research,2024,author_manuscript,1,56015282837e5b01c754ecb0be506a040f494b01d3a00ef312d1342e60709fff,17,2026-09-19,identity/header only; not a new scientific read
37992307,Clinical Cancer Research,2024,not_classified_by_header,1,07a03c9668efb54ac022b89fced85045ad6a631e5960b896070ca3695e512be6,13,2026-09-19,identity/header only; not a new scientific read
38048058,Clinical Cancer Research,2024,not_classified_by_header,1,fb572c9bf2ba45494e70dce5baa68d073c46db44c861ee7c35d79efbe7bd6afb,7,2026-09-19,identity/header only; not a new scientific read
38060240,Clinical Cancer Research,2024,not_classified_by_header,1,0de8f6721ffb0248b04b46942ebd41b76d388f24906b9c852329c8619e53bfcc,13,2026-09-19,identity/header only; not a new scientific read
38088895,Clinical Cancer Research,2024,not_classified_by_header,1,27fd103bd2169ae77bec7422dce4bf67db9e3143d8761c643266bdbbce6a08a0,10,2026-09-19,identity/header only; not a new scientific read
38109210,Clinical Cancer Research,2024,author_manuscript,1,461caab73d0bac67f4caaf0eaf5f67878af00e80098024105b0139d006fd6869,14,2026-09-19,identity/header only; not a new scientific read
38127300,Clinical Cancer Research,2024,author_manuscript,1,78b4a822e2438182df4a364bdc88ab6e954c31fe9ecfec09c876cda5d88b320c,21,2026-09-19,identity/header only; not a new scientific read
38165684,Clinical Cancer Research,2024,not_classified_by_header,1,135b01733f671ce90bbb4b844cb95a24c4fec2891c7fb606b1c87f60a9b5069c,7,2026-09-19,identity/header only; not a new scientific read
38180245,Clinical Cancer Research,2024,not_classified_by_header,1,9361a0746619dd520d3ab78a28dbbc52e7e93656b51d00823ffa08c0946d1832,13,2026-09-19,identity/header only; not a new scientific read
38277235,Clinical Cancer Research,2024,not_classified_by_header,1,8d4132c375a7317b351f381f7c8fd9f9d017c9081b3d228fbc943328a082340a,14,2026-09-19,identity/header only; not a new scientific read
38277241,Clinical Cancer Research,2024,author_manuscript,1,79e0dec476a1437f2b3486f379ff8b388449c2702b4e808f18a5cf264fcfc6d0,30,2026-09-19,identity/header only; not a new scientific read
38300729,Clinical Cancer Research,2024,not_classified_by_header,1,e6fe17f7403bcb66e94d6aaad03137c6ea95e62e0c04f5d84b33ac7f5554ad19,12,2026-09-19,identity/header only; not a new scientific read
38456660,Clinical Cancer Research,2024,not_classified_by_header,1,b4d52abf19cc69ed2f28dae445d1a996d2c444f6f500858ef6ca3ec76e99434e,11,2026-09-19,identity/header only; not a new scientific read
38526394,Clinical Cancer Research,2024,not_classified_by_header,1,944f1852f18e2f4d8ad5840221755d124e110d2c9fcc87c9459f32a1ad8c551e,9,2026-09-19,identity/header only; not a new scientific read
38630790,Clinical Cancer Research,2024,author_manuscript,1,57d36af209e2ac9dba6d417fcd9b3dde63d4993c300bd3439fae303e64bd2fa7,23,2026-09-19,identity/header only; not a new scientific read
38723277,Clinical Cancer Research,2024,not_classified_by_header,1,8d7900fd1800a5caa500009427696e0aa508bd357cf9c6750b83f800ea34e162,14,2026-09-19,identity/header only; not a new scientific read
38837903,Clinical Cancer Research,2024,not_classified_by_header,1,23f46519e076bfbc65a310870262b7068d6beffa9d8ffb629c40e2cd23d08538,11,2026-09-19,identity/header only; not a new scientific read
38875108,Clinical Cancer Research,2024,author_manuscript,1,75ba59ad778f44274b9fb1bf97c5667e9062acc1439308d0feddf7b6c65f04c0,15,2026-09-19,identity/header only; not a new scientific read
38912901,Clinical Cancer Research,2024,not_classified_by_header,2,4c394b89c60b20c9aa4ca28ebd33e4ea304c0beb914e8785da0f857d4d1e5c7a;4c394b89c60b20c9aa4ca28ebd33e4ea304c0beb914e8785da0f857d4d1e5c7a,14;14,2026-09-19,identity/header only; not a new scientific read
38940666,Clinical Cancer Research,2024,author_manuscript,1,6c8060975646e0fb1de9a23e3c37eb9922d852ca65a84da2f8a0123b5514bea7,15,2026-09-19,identity/header only; not a new scientific read
38995268,Clinical Cancer Research,2024,not_classified_by_header,1,ee2312395f29f0c8a41f34b0e69f83d1a715ad038d16c9def61ff85ac2f8ac07,10,2026-09-19,identity/header only; not a new scientific read
39017606,Clinical Cancer Research,2024,not_classified_by_header,2,7d808856b1279c4ccf2e73bd159bb7680e85d00f336ee5a0b71ba0235fca23d7;7d808856b1279c4ccf2e73bd159bb7680e85d00f336ee5a0b71ba0235fca23d7,13;13,2026-09-19,identity/header only; not a new scientific read
39017667,Clinical Cancer Research,2024,not_classified_by_header,1,ab71ec6bc53338a7a6f20d8cad4652fba62947046df652cb04d800fc3f671a40,13,2026-09-19,identity/header only; not a new scientific read
39078310,Clinical Cancer Research,2024,not_classified_by_header,1,42047fe34d2e8ef804edc08b3929b2454244bc1601950b0e49dbcaca10dfaf1d,18,2026-09-19,identity/header only; not a new scientific read
39150543,Clinical Cancer Research,2024,author_manuscript,1,85104f6742b50399277d548ec3600381e1dcd77aaf6e6de02a757b1adb8e41ea,24,2026-09-19,identity/header only; not a new scientific read
39177967,Clinical Cancer Research,2024,not_classified_by_header,1,fa6408f138198144b83f513410e7c7b53b0c896b3aa7afc141a4d9b45e6d11dc,12,2026-09-19,identity/header only; not a new scientific read
39287821,Clinical Cancer Research,2024,not_classified_by_header,1,c47e51e0e6de6870f3cefb50aee774bc8098ff70ad563a5b83464803c451e55c,11,2026-09-19,identity/header only; not a new scientific read
39352721,Clinical Cancer Research,2024,not_classified_by_header,1,606dcfa357d419f4fe8bae3419b36732a2dcaa02e64a74c16afa164ef837d26b,11,2026-09-19,identity/header only; not a new scientific read
39385035,Nature,2024,not_classified_by_header,1,43eb81bea1e19a6b5060c6216c1ea74f1d3250e8c984529fa1157ac36a073a5c,42,2026-09-19,identity/header only; not a new scientific read
39400264,Clinical Cancer Research,2024,author_manuscript,1,dda6d32003f68ef9728dabddd7084d2a02e4f0eae406c03703f97c7a587a57c0,28,2026-09-19,identity/header only; not a new scientific read
39466024,Clinical Cancer Research,2025,not_classified_by_header,1,133c2b767c824d2a9b31854f827c57c272afb2d90e7cdc4c12802ea095704b3b,12,2026-09-19,identity/header only; not a new scientific read
39470668,Clinical Cancer Research,2025,not_classified_by_header,1,f87aa9ee188bb924930af06e0280eaad84163faf6ec688f23ff77fe2377b51f2,10,2026-09-19,identity/header only; not a new scientific read
39495173,Clinical Cancer Research,2025,not_classified_by_header,1,abc7996da2620f455d56d394fee656c153cb0a0bb1eb70dd483aca4477186c6d,15,2026-09-19,identity/header only; not a new scientific read
39540841,Clinical Cancer Research,2025,not_classified_by_header,1,66c9553d6966c5507facd4091428c5f166106e44ea24b656b0f2d10b89a9cfa2,16,2026-09-19,identity/header only; not a new scientific read
39545922,Clinical Cancer Research,2025,not_classified_by_header,1,29c4ac351e2abb1ff9b8478390b84146debed3f7e318459c7def256aec280588,13,2026-09-19,identity/header only; not a new scientific read
39561276,Clinical Cancer Research,2025,author_manuscript,1,03c30369b45594037665d129ff261388f690dde703b80f7cf924e6af34d9aae8,22,2026-09-19,identity/header only; not a new scientific read
39576208,Clinical Cancer Research,2025,not_classified_by_header,1,9a61e35a2b031e196a0a192f4eef601773583f9302686d7d56f5da783dd09d33,14,2026-09-19,identity/header only; not a new scientific read
39625823,Clinical Cancer Research,2025,author_manuscript,1,dabd89b8e11687c428cc7e5640d88c1bb7fbdcdad53d593c0d2d44fe90ef9fd6,4,2026-09-19,identity/header only; not a new scientific read
39651955,Clinical Cancer Research,2025,author_manuscript,1,daa642b8a1bfafe6caa07ee04843257be010103b781c07263097d88cfb1bfe5f,22,2026-09-19,identity/header only; not a new scientific read
39670974,Clinical Cancer Research,2025,not_classified_by_header,1,0745432bd82f501f47d4e0930c476889cbc19052402d59036c4291e649753274,13,2026-09-19,identity/header only; not a new scientific read
