entry_id,journal,publication_year,source_article_ids,primary_section,secondary_sections,function,domain,unit_type,evidence_tier,expression,usage_constraint,source_locator,provenance_granularity,source_asset,source_line,catalog_version
"CD-STK11-018","Cancer Discovery","2015","26069186","Results","","genomic and immune characterization","genomics;RPPA;immune_phenotype","collocation","human_observational","enriched in [subtype]; associated with reduced [pathway readout]; concordant at the [RNA/protein] level","KL表达分型不等于STK11突变组；RPPA不是全局质谱蛋白组；表达特征不等于实测细胞比例。","pp3–9; Figs1–5","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","185","2026-09-19"
"CD-STK11-019","Cancer Discovery","2015","26069186","Results","","genomic and immune characterization","genomics;RPPA;immune_phenotype","sentence_frame","human_observational","[Subtype] was enriched for [alteration], whereas its [immune/program] profile differed from that of [comparator].","KL表达分型不等于STK11突变组；RPPA不是全局质谱蛋白组；表达特征不等于实测细胞比例。","pp3–9; Figs1–5","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","186","2026-09-19"
"CD-STK11-020","Cancer Discovery","2015","26069186","Results","","genomic and immune characterization","genomics;RPPA;immune_phenotype","paragraph_architecture","human_observational","Subtype definition and denominator → genomic contrast → orthogonal functional measurement → immune association → qualification for discordant assays.","KL表达分型不等于STK11突变组；RPPA不是全局质谱蛋白组；表达特征不等于实测细胞比例。","pp3–9; Figs1–5","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","187","2026-09-19"
"CD-STK11-021","Cancer Discovery","2015","26069186","Results","","negative endpoints and drug specificity","survival;drug_response;statistics","vocabulary","human_observational+cell_line","recurrence-free survival 无复发生存; adjusted association 调整后关联; nonsignificant difference 未达显著差异; compound-specific response 化合物特异反应","保留OS与AUY922阴性结果；RFS不能改写成OS获益；不要以一个药物代表全类。","pp9–12; Figs6–7","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","195","2026-09-19"
"CD-STK11-022","Cancer Discovery","2015","26069186","Results","","negative endpoints and drug specificity","survival;drug_response;statistics","collocation","human_observational+cell_line","persist after adjustment for [covariates]; fail to meet the prespecified threshold; differ across compounds","保留OS与AUY922阴性结果；RFS不能改写成OS获益；不要以一个药物代表全类。","pp9–12; Figs6–7","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","196","2026-09-19"
"CD-STK11-023","Cancer Discovery","2015","26069186","Results","","negative endpoints and drug specificity","survival;drug_response;statistics","sentence_frame","human_observational+cell_line","The association was evident for [endpoint A], but not for [endpoint B]; sensitivity to [compound] was evaluated separately in [experimental system].","保留OS与AUY922阴性结果；RFS不能改写成OS获益；不要以一个药物代表全类。","pp9–12; Figs6–7","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","197","2026-09-19"
"CD-STK11-024","Cancer Discovery","2015","26069186","Results","","negative endpoints and drug specificity","survival;drug_response;statistics","paragraph_architecture","human_observational+cell_line","State analysis set → endpoint/comparator → estimate and uncertainty → null endpoint → separate experimental finding and its limits.","保留OS与AUY922阴性结果；RFS不能改写成OS获益；不要以一个药物代表全类。","pp9–12; Figs6–7","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","198","2026-09-19"
"CD-STK11-025","Cancer Discovery","2015","26069186","Discussion","","interpretation and alternative explanation","translational_research","vocabulary","evidence_integration","genotype–phenotype relationship 基因型表型关系; regional co-deletion 区域共缺失; translational hypothesis 转化假设","跨队列横断面差异不能写为同一患者的克隆演化；共缺失不证明独立因果。","pp12–16 Discussion","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","206","2026-09-19"
"CD-STK11-026","Cancer Discovery","2015","26069186","Discussion","","interpretation and alternative explanation","translational_research","collocation","evidence_integration","consistent with a context-dependent dependency; not fully captured by mutation status; warrant prospective evaluation","跨队列横断面差异不能写为同一患者的克隆演化；共缺失不证明独立因果。","pp12–16 Discussion","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","207","2026-09-19"
"CD-STK11-027","Cancer Discovery","2015","26069186","Discussion","","interpretation and alternative explanation","translational_research","sentence_frame","evidence_integration","These findings suggest that [functional state] adds information beyond [mutation status], although [confounding/assay limitation] remains relevant.","跨队列横断面差异不能写为同一患者的克隆演化；共缺失不证明独立因果。","pp12–16 Discussion","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","208","2026-09-19"
"CD-STK11-028","Cancer Discovery","2015","26069186","Discussion","","interpretation and alternative explanation","translational_research","paragraph_architecture","evidence_integration","Integrate convergent modalities → distinguish mutation from function → discuss discordant findings → consider regional loss/selection → propose bounded validation.","跨队列横断面差异不能写为同一患者的克隆演化；共缺失不证明独立因果。","pp12–16 Discussion","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","209","2026-09-19"
"CD-STK11-029","Cancer Discovery","2015","26069186","Conclusion","Significance","closing synthesis and significance","translational_research","vocabulary","bounded_translational_hypothesis","biologically distinct subset 生物学不同亚群; subtype-informed hypothesis 亚型导向假设; therapeutic vulnerability 治疗脆弱性","源文无独立Conclusion；Significance为原文独立单元，可作次级功能；不得宣称已验证HSP90临床疗效。","pp15–16 closing; p22 Significance","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","217","2026-09-19"
"CD-STK11-030","Cancer Discovery","2015","26069186","Conclusion","Significance","closing synthesis and significance","translational_research","collocation","bounded_translational_hypothesis","provide a framework for [stratification]; nominate [dependency] for further study; within [defined population]","源文无独立Conclusion；Significance为原文独立单元，可作次级功能；不得宣称已验证HSP90临床疗效。","pp15–16 closing; p22 Significance","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","218","2026-09-19"
"CD-STK11-031","Cancer Discovery","2015","26069186","Conclusion","Significance","closing synthesis and significance","translational_research","sentence_frame","bounded_translational_hypothesis","Together, these analyses support a subtype-informed framework for [question] and nominate [experimental dependency] for further investigation.","源文无独立Conclusion；Significance为原文独立单元，可作次级功能；不得宣称已验证HSP90临床疗效。","pp15–16 closing; p22 Significance","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","219","2026-09-19"
"CD-STK11-032","Cancer Discovery","2015","26069186","Conclusion","Significance","closing synthesis and significance","translational_research","paragraph_architecture","bounded_translational_hypothesis","Principal classification insight → bounded biological implication → required clinical validation.","源文无独立Conclusion；Significance为原文独立单元，可作次级功能；不得宣称已验证HSP90临床疗效。","pp15–16 closing; p22 Significance","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","220","2026-09-19"
"CD-STK11-033","Cancer Discovery","2018","29773717","Abstract","","clinical and mechanistic summary","immunotherapy;genomics","vocabulary","clinical_association+mouse_intervention","primary resistance 原发耐药; genomic correlate 基因组相关因素; tumor-intrinsic mechanism 肿瘤内在机制","人群关联与模型干预分别陈述；不要将标题的resistance套用于所有STK11患者及方案。","p1 Abstract","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","228","2026-09-19"
"CD-STK11-034","Cancer Discovery","2018","29773717","Abstract","","clinical and mechanistic summary","immunotherapy;genomics","collocation","clinical_association+mouse_intervention","associate with diminished response to [regimen]; evaluate across [clinical cohorts]; test in isogenic models","人群关联与模型干预分别陈述；不要将标题的resistance套用于所有STK11患者及方案。","p1 Abstract","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","229","2026-09-19"
"CD-STK11-035","Cancer Discovery","2018","29773717","Abstract","","clinical and mechanistic summary","immunotherapy;genomics","sentence_frame","clinical_association+mouse_intervention","[Alteration] was associated with [clinical outcome] in [population], and matched model experiments supported a contribution to [phenotype].","人群关联与模型干预分别陈述；不要将标题的resistance套用于所有STK11患者及方案。","p1 Abstract","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","230","2026-09-19"
"CD-STK11-036","Cancer Discovery","2018","29773717","Abstract","","clinical and mechanistic summary","immunotherapy;genomics","paragraph_architecture","clinical_association+mouse_intervention","Clinical question → distinct human/model approaches → principal association → model finding → bounded implication.","人群关联与模型干预分别陈述；不要将标题的resistance套用于所有STK11患者及方案。","p1 Abstract","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","231","2026-09-19"
"CD-STK11-037","Cancer Discovery","2018","29773717","Introduction","","biomarker problem","immunotherapy;co_mutations","vocabulary","background_rationale","response heterogeneity 反应异质性; co-mutational context 共突变背景; immune escape 免疫逃逸","未定义的功能作用应保留不确定性；不能替用户新增实验目标。","pp1–2 Introduction","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","239","2026-09-19"
"CD-STK11-038","Cancer Discovery","2018","29773717","Introduction","","biomarker problem","immunotherapy;co_mutations","collocation","background_rationale","account for variation within [driver-defined group]; complement existing biomarkers; motivate functional testing","未定义的功能作用应保留不确定性；不能替用户新增实验目标。","pp1–2 Introduction","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","240","2026-09-19"
"CD-STK11-039","Cancer Discovery","2018","29773717","Introduction","","biomarker problem","immunotherapy;co_mutations","sentence_frame","background_rationale","The contribution of [co-alteration] to treatment-response heterogeneity remains incompletely defined, particularly within [molecular context].","未定义的功能作用应保留不确定性；不能替用户新增实验目标。","pp1–2 Introduction","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","241","2026-09-19"
"CD-STK11-040","Cancer Discovery","2018","29773717","Introduction","","biomarker problem","immunotherapy;co_mutations","paragraph_architecture","background_rationale","Treatment benefit and nonresponse → limitations of current biomarker → co-mutation rationale → clinical and functional objectives.","未定义的功能作用应保留不确定性；不能替用户新增实验目标。","pp1–2 Introduction","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","242","2026-09-19"
"CD-STK11-041","Cancer Discovery","2018","29773717","Methods","","cohort and assay definitions","clinical_genomics;IHC","vocabulary","human_observational","response-evaluable population 反应可评价人群; nonsynonymous variant 非同义变异; H-score 组织化学评分; assay-specific cutoff 检测特异阈值","KL可含KPL；K-only不是无其他突变；不同PD-L1克隆或队列定义不能自动合并。","pp8–10 Methods; Table1","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","250","2026-09-19"
"CD-STK11-042","Cancer Discovery","2018","29773717","Methods","","cohort and assay definitions","clinical_genomics;IHC","collocation","human_observational","assign overlapping genotypes using [hierarchy]; retain assay-specific thresholds; distinguish mutation from protein loss","KL可含KPL；K-only不是无其他突变；不同PD-L1克隆或队列定义不能自动合并。","pp8–10 Methods; Table1","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","251","2026-09-19"
"CD-STK11-043","Cancer Discovery","2018","29773717","Methods","","cohort and assay definitions","clinical_genomics;IHC","sentence_frame","human_observational","Patients were classified using [variant rules], and [response/survival] analyses used their respective evaluable populations.","KL可含KPL；K-only不是无其他突变；不同PD-L1克隆或队列定义不能自动合并。","pp8–10 Methods; Table1","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","252","2026-09-19"
"CD-STK11-044","Cancer Discovery","2018","29773717","Methods","","cohort and assay definitions","clinical_genomics;IHC","paragraph_architecture","human_observational","Eligibility → variant/overlap hierarchy → assay and cutoff → endpoint-specific denominator → missing-data handling.","KL可含KPL；K-only不是无其他突变；不同PD-L1克隆或队列定义不能自动合并。","pp8–10 Methods; Table1","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","253","2026-09-19"
"CD-STK11-045","Cancer Discovery","2018","29773717","Methods","","survival and multiplicity","statistics","vocabulary","human_observational","endpoint-specific censoring 终点特异删失; Cox proportional hazards model Cox比例风险模型; interaction test 交互作用检验; multiplicity correction 多重性校正","只有实际完成的模型/校正才能写入；CI、Wald或log-rank P不能混搭。","pp10–11 statistical methods","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","261","2026-09-19"
"CD-STK11-046","Cancer Discovery","2018","29773717","Methods","","survival and multiplicity","statistics","collocation","human_observational","estimate survival using [method]; censor at [endpoint-specific date]; adjust for multiple comparisons using [method]","只有实际完成的模型/校正才能写入；CI、Wald或log-rank P不能混搭。","pp10–11 statistical methods","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","262","2026-09-19"
"CD-STK11-047","Cancer Discovery","2018","29773717","Methods","","survival and multiplicity","statistics","sentence_frame","human_observational","Associations were summarized as hazard ratios with [confidence level] intervals, using prespecified comparators and endpoint-specific censoring rules.","只有实际完成的模型/校正才能写入；CI、Wald或log-rank P不能混搭。","pp10–11 statistical methods","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","263","2026-09-19"
"CD-STK11-048","Cancer Discovery","2018","29773717","Methods","","survival and multiplicity","statistics","paragraph_architecture","human_observational","Define time origin/event → censoring and evaluable population → estimator/model → covariates → multiplicity and subgroup status.","只有实际完成的模型/校正才能写入；CI、Wald或log-rank P不能混搭。","pp10–11 statistical methods","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","264","2026-09-19"
"CD-STK11-049","Cancer Discovery","2018","29773717","Results","","response, survival and function","immunotherapy;statistics;IHC","vocabulary","human_observational","objective response rate 客观缓解率; disease control rate 疾病控制率; functional loss 功能缺失; confidence interval 置信区间","ORR173与生存174分开；0/11不是永远无获益；OS CI冲突数值禁止生成确定句。","pp2–5; Figs1–5; Table1","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","272","2026-09-19"
"CD-STK11-050","Cancer Discovery","2018","29773717","Results","","response, survival and function","immunotherapy;statistics;IHC","collocation","human_observational","among [n] response-evaluable patients; compared with [reference genotype]; directionally consistent but imprecise","ORR173与生存174分开；0/11不是永远无获益；OS CI冲突数值禁止生成确定句。","pp2–5; Figs1–5; Table1","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","273","2026-09-19"
"CD-STK11-051","Cancer Discovery","2018","29773717","Results","","response, survival and function","immunotherapy;statistics;IHC","sentence_frame","human_observational","Responses occurred in [numerator]/[denominator] patients in [group A] and [numerator]/[denominator] in [group B]; the survival analysis included [separate n].","ORR173与生存174分开；0/11不是永远无获益；OS CI冲突数值禁止生成确定句。","pp2–5; Figs1–5; Table1","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","274","2026-09-19"
"CD-STK11-052","Cancer Discovery","2018","29773717","Results","","response, survival and function","immunotherapy;statistics;IHC","paragraph_architecture","human_observational","Cohort/evaluable flow → response fractions → survival estimate → mutation/function distinction → biomarker stratum → uncertainty.","ORR173与生存174分开；0/11不是永远无获益；OS CI冲突数值禁止生成确定句。","pp2–5; Figs1–5; Table1","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","275","2026-09-19"
"CD-STK11-053","Cancer Discovery","2018","29773717","Results","","model perturbation","CRISPR;mouse_immunology","vocabulary","mouse_intervention","isogenic knockout 同源背景敲除; syngeneic tumor model 同系肿瘤模型; intratumoral CD8 cells 肿瘤内CD8细胞","限定具体小鼠/克隆；本模型无中性粒细胞富集，不可据其他文献补写；accompanied不证明免疫细胞为中介。","p6; Fig6; Methods","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","283","2026-09-19"
"CD-STK11-054","Cancer Discovery","2018","29773717","Results","","model perturbation","CRISPR;mouse_immunology","collocation","mouse_intervention","attenuate response under [treatment]; compare edited and control tumors; accompany a change in [immune compartment]","限定具体小鼠/克隆；本模型无中性粒细胞富集，不可据其他文献补写；accompanied不证明免疫细胞为中介。","p6; Fig6; Methods","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","284","2026-09-19"
"CD-STK11-055","Cancer Discovery","2018","29773717","Results","","model perturbation","CRISPR;mouse_immunology","sentence_frame","mouse_intervention","Under matched experimental conditions, loss of [gene] reduced [treatment response] and was accompanied by [measured immune change].","限定具体小鼠/克隆；本模型无中性粒细胞富集，不可据其他文献补写；accompanied不证明免疫细胞为中介。","p6; Fig6; Methods","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","285","2026-09-19"
"CD-STK11-056","Cancer Discovery","2018","29773717","Results","","model perturbation","CRISPR;mouse_immunology","paragraph_architecture","mouse_intervention","Genetic perturbation validation → tumor response → endpoint/timing → immune readout → model-specific negative observation.","限定具体小鼠/克隆；本模型无中性粒细胞富集，不可据其他文献补写；accompanied不证明免疫细胞为中介。","p6; Fig6; Methods","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","286","2026-09-19"
"CD-STK11-057","Cancer Discovery","2018","29773717","Discussion","","prognostic versus predictive interpretation","clinical_biomarkers;causality","vocabulary","evidence_integration","prognostic association 预后关联; treatment-effect modification 治疗效应修饰; limited subgroup power 亚组效能有限","亚组间一个显著一个不显著不等于交互显著；模型因果不能自动上升为人群预测标志物。","pp6–8 Discussion","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","294","2026-09-19"
"CD-STK11-058","Cancer Discovery","2018","29773717","Discussion","","prognostic versus predictive interpretation","clinical_biomarkers;causality","collocation","evidence_integration","does not distinguish prognosis from prediction; supports a mechanistic contribution in [model]; requires a treatment interaction","亚组间一个显著一个不显著不等于交互显著；模型因果不能自动上升为人群预测标志物。","pp6–8 Discussion","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","295","2026-09-19"
"CD-STK11-059","Cancer Discovery","2018","29773717","Discussion","","prognostic versus predictive interpretation","clinical_biomarkers;causality","sentence_frame","evidence_integration","Although the clinical and experimental findings are coherent, the available comparator data do not establish [biomarker] as a treatment-predictive marker.","亚组间一个显著一个不显著不等于交互显著；模型因果不能自动上升为人群预测标志物。","pp6–8 Discussion","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","296","2026-09-19"
"CD-STK11-060","Cancer Discovery","2018","29773717","Discussion","","prognostic versus predictive interpretation","clinical_biomarkers;causality","paragraph_architecture","evidence_integration","Reconcile human/model findings → retain assay/genotype heterogeneity → discuss small comparator subset → delimit prediction → validation need.","亚组间一个显著一个不显著不等于交互显著；模型因果不能自动上升为人群预测标志物。","pp6–8 Discussion","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","297","2026-09-19"
"CD-STK11-061","Cancer Discovery","2018","29773717","Conclusion","","closing translational implication","immunotherapy","vocabulary","bounded_translational_hypothesis","resistance-associated phenotype 耐药相关表型; context-specific biomarker 背景特异标志物; validation cohort 验证队列","原文无独立Conclusion；不能以研究框架模板替代临床决策。","p8 closing Discussion","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","305","2026-09-19"
"CD-STK11-062","Cancer Discovery","2018","29773717","Conclusion","","closing translational implication","immunotherapy","collocation","bounded_translational_hypothesis","identify a candidate contributor to [resistance]; support further evaluation in [defined setting]","原文无独立Conclusion；不能以研究框架模板替代临床决策。","p8 closing Discussion","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","306","2026-09-19"
"CD-STK11-063","Cancer Discovery","2018","29773717","Conclusion","","closing translational implication","immunotherapy","sentence_frame","bounded_translational_hypothesis","These results identify [factor] as a candidate contributor to [phenotype] and support validation under clearly specified treatment and genomic contexts.","原文无独立Conclusion；不能以研究框架模板替代临床决策。","p8 closing Discussion","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","307","2026-09-19"
"CD-STK11-064","Cancer Discovery","2018","29773717","Conclusion","","closing translational implication","immunotherapy","paragraph_architecture","bounded_translational_hypothesis","Principal association → bounded model support → unresolved clinical prediction and prospective testing.","原文无独立Conclusion；不能以研究框架模板替代临床决策。","p8 closing Discussion","single-paper-synthesis","cancer-discovery-2026-09-19-stk11-language.md","308","2026-09-19"

